state.abb,state.name,id,geo_id,year,name,category,total_liabilities,current_liabilities,total_assets,current_assets,compensated_absences,expenses,revenues,unrestricted,population,urban_pop,pct_urban_pop,median_hh_income_21,url,modified_revenues,net_pension_liability,net_opeb_liability,assets_liab_ratio
MN,Minnesota,34704,27000,2021,Minnesota,General Purpose,24774908000,7261740000,52272292000,29742288000,561800000,56725995000,59996799000,0,5706504,4101754,71.878705208487,77712,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MN/State%20of%20Minnesota/MN%20State%20of%20Minnesota%202021.pdf,-3990936000,3239396000,687901000,0.47395870837268816
MS,Mississippi,95852,28000,2021,Mississippi,General Purpose,13476966000,2583039000,30241359000,0,0,21839200000,23893800000,0,2961288,1370790,46.2904711106248,48871,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MS/State%20of%20Mississippi/MS%20State%20of%20Mississippi%202021.pdf,-528439000,3482249000,176455000,0.4456468374982751
MO,Missouri,148599,29000,2021,Missouri,General Purpose,18579166000,2539102000,49666805000,0,196555000,35221851000,38635951000,0,6154920,4275663,69.4674806938782,61815,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MO/State%20of%20Missouri/MO%20State%20of%20Missouri%202021.pdf,874998000,7482744000,3275006000,0.37407612589535405
MT,Montana,64951,30000,2021,Montana,General Purpose,5563416000,1766702000,15684545000,0,117654000,9282102000,10149852000,-87238000,1084197,579177,53.4185247527035,63357,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MT/State%20of%20Montana/MT%20State%20of%20Montana%202021.pdf,-898952000,2922530000,143844000,0.35470687865028916
NE,Nebraska,35432,31000,2021,Nebraska,General Purpose,3885879000,2770566000,21141065000,0,140201000,12251781000,14280127000,0,1961489,1432003,73.005357113725,66949,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NE/State%20of%20Nebraska/NE%20State%20of%20Nebraska%202021.pdf,-742220000,268516000,22304000,0.18380715446454565
NV,Nevada,35504,32000,2021,Nevada,General Purpose,13758375000,6954942000,24215809000,0,128833000,19931756000,20124503000,0,3104624,2921203,94.0923090599991,66194,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NV/State%20of%20Nevada/NV%20State%20of%20Nevada%202021.pdf,-6762195000,2354763000,882306000,0.5681567359570766
NH,New Hampshire,35545,33000,2021,New Hampshire,General Purpose,6596112000,1484817000,8929945000,0,104004000,9693874000,10422044000,-2562553000,1377518,803420,58.323273049061,88268,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NH/State%20of%20New%20Hampshire/NH%20State%20of%20New%20Hampshire%202021.pdf,-756647000,1231186000,2197650000,0.7386509099440142
NJ,New Jersey,40624,34000,2021,New Jersey,General Purpose,262003072072,13172773909,68747889935,0,615000000,93538816036,97297109222,-216026481642,9289031,8708779,93.7537369493403,89227,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NJ/State%20of%20New%20Jersey/NJ%20State%20of%20New%20Jersey%202021.pdf,-9414480723,95234447050,101605641478,3.8110707444216776
NM,New Mexico,82166,35000,2021,New Mexico,General Purpose,20216469000,4117189000,58617130000,15346023000,208090000,27485101000,35714206000,-5995099000,2117527,1578552,74.5471357558505,54304,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NM/State%20of%20New%20Mexico/NM%20State%20of%20New%20Mexico%202021.pdf,4111916000,9448161000,1419224000,0.3448901200041694
NY,New York,42220,36000,2021,New York,General Purpose,231882000000,47733000000,204039000000,0,1592000000,292949000000,288036000000,0,20201230,17665166,87.4459099038876,74230,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NY/State%20of%20New%20York/NY%20State%20of%20New%20York%202021.pdf,-52646000000,13838000000,77858000000,1.136459206328202
NC,North Carolina,40620,37000,2021,North Carolina,General Purpose,29389268000,9474875000,95776578000,0,623072000,66071685000,75234240000,6957107000,10439414,6964727,66.7158553738974,61997,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NC/State%20of%20North%20Carolina/NC%20State%20of%20North%20Carolina%202021.pdf,-312320000,3122174000,5420507000,0.30685234964231023
ND,North Dakota,1241002,38000,2021,North Dakota,General Purpose,10188478469,5110750872,38943465036,0,93441000,9831987470,13336173518,13379876282,779091,474989,60.9668409716928,67603,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/ND/State%20of%20North%20Dakota/ND%20State%20of%20North%20Dakota%202021.pdf,-1606564824,1640143000,42116000,0.26162228912043645
OH,Ohio,36835,39000,2021,Ohio,General Purpose,56784830000,18006191000,91083752000,0,625038000,95289768000,99447285000,6150545000,11799374,9001099,76.2840685428674,62286,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/OH/State%20of%20Ohio/OH%20State%20of%20Ohio%202021.pdf,-13848674000,3586838000,284513000,0.6234353411352663
OK,Oklahoma,37320,40000,2021,Oklahoma,General Purpose,7950765000,3747365000,32000426000,12027079000,186022000,27501193000,29320747000,5869347000,3959346,2558611,64.6219470706451,55829,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/OK/State%20of%20Oklahoma/OK%20State%20of%20Oklahoma%202021.pdf,-1927811000,973673000,114313000,0.2484580986515617
OR,Oregon,37525,41000,2021,Oregon,General Purpose,23586456000,3522720000,45339673000,0,336775000,41902530000,44699816000,0,4237291,3410984,80.4998329107328,71441,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/OR/State%20of%20Oregon/OR%20State%20of%20Oregon%202021.pdf,-725434000,5019150000,103038000,0.5202167205749366
PA,Pennsylvania,37697,42000,2021,Pennsylvania,General Purpose,88111700000,26705351000,91304334000,0,934388000,120314452000,127924673000,0,13002689,9941070,76.4538903458512,68931,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/PA/Commonwealth%20of%20Pennsylvania/PA%20Commonwealth%20of%20Pennsylvania%202021.pdf,-19095130000,15638886000,20243943000,0.9650330508954811
RI,Rhode Island,38202,44000,2021,Rhode Island,General Purpose,10147273000,2702862000,10041109000,0,89157000,12335620000,12995210000,-4618321000,1097371,999191,91.0524987265111,73324,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/RI/State%20of%20Rhode%20Island/RI%20State%20of%20Rhode%20Island%202021.pdf,-2043272000,3693920000,334124000,1.0105729357185547
SC,South Carolina,38235,45000,2021,South Carolina,General Purpose,15940670000,4761001000,43339383000,0,209452000,33589622000,37882577000,0,5118429,3477869,67.948030888408,59447,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/SC/State%20of%20South%20Carolina/SC%20State%20of%20South%20Carolina%202021.pdf,-468046000,4433241000,3665935000,0.36781026624213825
SD,South Dakota,38382,46000,2021,South Dakota,General Purpose,1472340000,636370000,9556840000,0,70074000,5833611000,6580233000,1786634000,886677,507347,57.2195649550508,66843,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/SD/State%20of%20South%20Dakota/SD%20State%20of%20South%20Dakota%202021.pdf,110252000,-898000,0,0.15406138430694666
TN,Tennessee,38453,47000,2021,Tennessee,General Purpose,9053756000,3985378000,54501665000,0,348948000,41379437000,46054090000,10726986000,6910786,4577282,66.2333667108485,59698,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/TN/State%20of%20Tennessee/TN%20State%20of%20Tennessee%202021.pdf,689275000,1614167000,561603000,0.16611888829451357
TX,Texas,38611,48000,2021,Texas,General Purpose,273949398000,44435834000,444107066000,0,2118895000,214764661000,254147623000,0,29145428,24400697,83.7202752191118,66959,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/TX/State%20of%20Texas/TX%20State%20of%20Texas%202021.pdf,-5052872000,76785107000,73972610000,0.6168544006007777
UT,Utah,39282,49000,2021,Utah,General Purpose,7729825000,2806348000,40354202000,0,217280000,18104427000,21769260000,4411826000,3271614,2937303,89.7814107768149,79449,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/UT/State%20of%20Utah/UT%20State%20of%20Utah%202021.pdf,858485000,411417000,608000,0.19154944508628866
VT,Vermont,39343,50000,2021,Vermont,General Purpose,7550556312,985651963,6455181544,0,44879014,8799556692,9063460054,0,643085,225850,35.1202111100226,72415,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/VT/State%20of%20Vermont/VT%20State%20of%20Vermont%202021.pdf,-721748601,3043700350,2660856831,1.1696892272562243
VA,Virginia,39392,51000,2021,Virginia,General Purpose,34379093000,15040531000,72053311000,0,361096000,64909123000,69485315000,0,8631384,6528313,75.6345238827615,80926,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/VA/Commonwealth%20of%20Virginia/VA%20Commonwealth%20of%20Virginia%202021.pdf,-10464339000,5234981000,1230725000,0.4771341180976402
WA,Washington,39528,53000,2021,Washington,General Purpose,86950922000,10068030000,116252761000,0,967603000,85014689000,88669804000,0,7705247,6424035,83.3718458807667,84155,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/WA/State%20of%20Washington/WA%20State%20of%20Washington%202021.pdf,-6412915000,42247000,6051091000,0.7479471562830237
WV,West Virginia,39745,54000,2021,West Virginia,General Purpose,13009788000,516932000,23819363000,0,98971000,15967711000,17937193000,0,1793755,800857,44.647926427595,51122,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/WV/State%20of%20West%20Virginia/WV%20State%20of%20West%20Virginia%202021.pdf,1452550000,3350919000,285156000,0.5461853870735334
WI,Wisconsin,39818,55000,2021,Wisconsin,General Purpose,28571435000,10165101000,60482041000,0,2716624000,46600244000,49808866000,-6519443000,5893725,3953691,67.0831383517162,67150,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/WI/State%20of%20Wisconsin/WI%20State%20of%20Wisconsin%202021.pdf,-6956479000,-1756036000,1078642000,0.47239535120846865
WY,Wyoming,40122,56000,2021,Wyoming,General Purpose,9272163993,6035179638,32081120603,0,64129637,5714795363,8345118535,3999764181,576837,357750,62.017748083994,66508,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/WY/State%20of%20Wyoming/WY%20State%20of%20Wyoming%202021.pdf,-3404856466,431292484,527492619,0.2890224474307463
AL,Alabama,31550,01000,2022,Alabama,General Purpose,15782655000,4026823000,46509637000,15785057000,337147000,31015310000,34258018000,-8367416000,5024356,2900880,57.7372395123758,53990,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/AL/State%20of%20Alabama/AL%20State%20of%20Alabama%202022.pdf,-784115000,3563587000,847193000,0.3393416078478531
AK,Alaska,31574,02000,2022,Alaska,General Purpose,12992621000,7970975000,104675321000,92208723000,197205000,9850996000,7917502000,18823743000,733378,475967,64.899487449396,78437,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/AK/State%20of%20Alaska/AK%20State%20of%20Alaska%202022.pdf,-9904469000,2334810000,-1978984000,0.12412305857652922
AZ,Arizona,40623,04000,2022,Arizona,General Purpose,24785156000,7287368000,71928237000,23549222000,513983000,54175737000,62720722000,0,7151507,6385230,89.2851599566077,68967,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/AZ/State%20of%20Arizona/AZ%20State%20of%20Arizona%202022.pdf,1257617000,4005498000,1034461000,0.34458172525485364
AR,Arkansas,49082,05000,2022,Arkansas,General Purpose,10589316000,2815654000,35503018000,14836593000,480268000,25897732000,29551130000,0,3011555,1670677,55.476131022034,52577,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/AR/State%20of%20Arkansas/AR%20State%20of%20Arkansas%202022.pdf,837744000,809251000,1556019000,0.2982652348034187
CA,California,31665,06000,2022,California,General Purpose,498154488000,225501569000,467861788000,280842360000,5701391000,455306389000,477412465000,-255075689000,39538245,37259490,94.2366327389068,84831,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CA/State%20of%20California/CA%20State%20of%20California%202022.pdf,-203395493000,54169128000,94283183000,1.064747112880268
CO,Colorado,31946,08000,2022,Colorado,General Purpose,37103515000,14785219000,61214825000,30383358000,704550000,45060065000,47079793000,0,5773733,4966936,86.0267065531822,82228,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CO/State%20of%20Colorado/CO%20State%20of%20Colorado%202022.pdf,-12765491000,8410864000,1567351000,0.6061197593883508
CT,Connecticut,149448,09000,2022,Connecticut,General Purpose,97471207000,7972469000,48109469000,21004440000,721487000,40578862000,44357964000,-64629884000,3605942,3110153,86.2507293513155,83628,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CT/State%20of%20Connecticut/CT%20State%20of%20Connecticut%202022.pdf,-4193367000,36132877000,20916477000,2.0260295743442938
DE,Delaware,32212,10000,2022,Delaware,General Purpose,17470769000,2150773500,19049452000,6308650000,226132200,11455407000,13284872000,-6950619000,989957,817817,82.6121170000849,71636,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/DE/State%20of%20Delaware/DE%20State%20of%20Delaware%202022.pdf,-321308500,-823054000,9319243000,0.9171271173574966
FL,Florida,32221,12000,2022,Florida,General Purpose,61828638000,11499144000,204321276000,10258964000,811959000,107066144000,132913030000,8890639000,21538226,19714806,91.534194591216007,63054,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/FL/State%20of%20Florida/FL%20State%20of%20Florida%202022.pdf,14347742000,3506978000,7283350000,0.3026049915624059
GA,Georgia,1265711,13000,2022,Georgia,General Purpose,40723358000,15133639000,87837882000,42437008000,728599000,65650334000,77881358000,0,10711937,7933986,74.0669729426354,66507,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/GA/State%20of%20Georgia/GA%20State%20of%20Georgia%202022.pdf,-2902615000,3444652000,4732067000,0.46361953490636304
HI,Hawaii,71062,15000,2022,Hawaii,General Purpose,28246474000,2752439000,28081002000,3753629000,292276000,16304638000,18691011000,-9930288000,1455273,1252450,86.0630081957244,85547,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/HI/State%20of%20Hawaii/HI%20State%20of%20Hawaii%202022.pdf,-366066000,6323283000,5415988000,1.0058926672203505
ID,Idaho,32673,16000,2022,Idaho,General Purpose,4430518000,2313910000,24354114000,4205616000,94466000,12540092000,14519523000,4339725000,1839092,1273437,69.2421752742909,66318,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/ID/State%20of%20Idaho/ID%20State%20of%20Idaho%202022.pdf,-334479000,23641000,108492000,0.18192072189528224
IL,Illinois,1267369,17000,2022,Illinois,General Purpose,247942779000,26518751000,76209709000,45363713000,440683000,104891623000,122045622000,0,12812545,11137590,86.9274774306482,72215,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/IL/State%20of%20Illinois/IL%20State%20of%20Illinois%202022.pdf,-9364752000,139846404000,46611408000,3.2534277095848774
IN,Indiana,196751,18000,2022,Indiana,General Purpose,18375927000,7430648000,43652718000,21108069000,209060000,46841886000,51798359000,4581626000,6785668,4829686,71.1762739760266,62723,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/IN/State%20of%20Indiana/IN%20State%20of%20Indiana%202022.pdf,-2474175000,9730464000,60843000,0.42095722424431853
IA,Iowa,1036991,19000,2022,Iowa,General Purpose,9689205000,59175000,36381382000,13069040000,591363000,27434877000,31029959000,6382850000,3190372,2014831,63.1535411734505,65645,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/IA/State%20of%20Iowa/IA%20State%20of%20Iowa%202022.pdf,3535907000,158854000,453731000,0.2663231704611991
KS,Kansas,33447,20000,2022,Kansas,General Purpose,10127943000,3327238000,26284361000,10132140000,117062000,21094701000,23645197000,0,2937847,2124059,72.2990387626452,64128,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/KS/State%20of%20Kansas/KS%20State%20of%20Kansas%202022.pdf,-776742000,1688067000,51820000,0.3853220171492851
KY,Kentucky,90208,21000,2022,Kentucky,General Purpose,38790928000,3063688000,41179616000,11046129000,275672000,32938645000,41145939000,0,4505893,2644856,58.6984524070561,55532,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/KY/Commonwealth%20of%20Kentucky/KY%20Commonwealth%20of%20Kentucky%202022.pdf,5143606000,25034578000,2761751000,0.9419934367527857
LA,Louisiana,90240,22000,2022,Louisiana,General Purpose,37973068000,14376799000,47787993000,29123232000,237696000,40152271000,43813677000,0,4657749,3332237,71.5416669439818,52090,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/LA/State%20of%20Louisiana/LA%20State%20of%20Louisiana%202022.pdf,-10715393000,4890631000,6858087000,0.7946152499017902
ME,Maine,33873,23000,2022,Maine,General Purpose,8461350000,1504499000,11874823000,5295537000,72214000,12941312000,13568956000,NA,1362341,526309,38.6321813853764,64823,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/ME/State%20of%20Maine/ME%20State%20of%20Maine%202022.pdf,-876855000,1393739000,2577091000,0.712545357518171
MD,Maryland,149463,24000,2022,Maryland,General Purpose,60368151000,8761664000,69053742000,48636608000,413728000,55790349000,66355161000,-26406024000,6177213,5288760,85.6170992018421,90129,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MD/State%20of%20Maryland/MD%20State%20of%20Maryland%202022.pdf,1803148000,13366859000,13434828000,0.8742198359069375
MA,Massachusetts,149462,25000,2022,Massachusetts,General Purpose,119941152000,5731466000,60764752000,39452848000,1001576000,83357551000,91731184000,-72863652000,7029949,6416895,91.279811696212093,89577,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MA/Commonwealth%20of%20Massachusetts/MA%20Commonwealth%20of%20Massachusetts%202022.pdf,2642167000,34806645000,15217822000,1.9738606355210666
MI,Michigan,80814,26000,2022,Michigan,General Purpose,35770264000,14964881000,71294762000,42575463000,443400000,76703213000,87300038000,-2528135000,10077325,7404258,73.4743951548282,63444,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MI/State%20of%20Michigan/MI%20State%20of%20Michigan%202022.pdf,-4368056000,4680400000,5539800000,0.5017235908579091
MN,Minnesota,34704,27000,2022,Minnesota,General Purpose,22917985000,8517624000,60650937000,37335704000,567430000,51379767000,62108831000,7470168000,5706504,4101754,71.878705208487,77712,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MN/State%20of%20Minnesota/MN%20State%20of%20Minnesota%202022.pdf,2211440000,1692383000,721365000,0.3778669569441277
MS,Mississippi,95852,28000,2022,Mississippi,General Purpose,13476906000,3301950000,33540395000,13222254000,131316000,20184345000,22623122000,NA,2961288,1370790,46.2904711106248,48871,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MS/State%20of%20Mississippi/MS%20State%20of%20Mississippi%202022.pdf,-863173000,2601904000,143450000,0.40181118916458797
MO,Missouri,148599,29000,2022,Missouri,General Purpose,20075010000,5126640000,57445965000,22741111000,198906000,33533714000,38527813000,-1667558,6154920,4275663,69.4674806938782,61815,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MO/State%20of%20Missouri/MO%20State%20of%20Missouri%202022.pdf,-132541000,6458736000,3177080000,0.3494590090008933
MT,Montana,64951,30000,2022,Montana,General Purpose,4907686000,2097687000,18193420000,6940337000,110898000,8019855000,9695767000,0,1084197,579177,53.4185247527035,63357,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MT/State%20of%20Montana/MT%20State%20of%20Montana%202022.pdf,-421775000,1867384000,120548000,0.26975060214077395
NE,Nebraska,35432,31000,2022,Nebraska,General Purpose,4658981000,3931094000,24270224000,4168064000,144018000,11734710000,13311159000,3359612000,1961489,1432003,73.005357113725,66949,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NE/State%20of%20Nebraska/NE%20State%20of%20Nebraska%202022.pdf,-2354645000,-533298000,24606000,0.19196283478883425
NV,Nevada,35504,32000,2022,Nevada,General Purpose,11951377000,5596195000,25409855000,11184236000,117552000,18913683000,21329663000,-492488000,3104624,2921203,94.0923090599991,66194,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NV/State%20of%20Nevada/NV%20State%20of%20Nevada%202022.pdf,-3180215000,1517054000,912584000,0.47034416371128446
NH,New Hampshire,35545,33000,2022,New Hampshire,General Purpose,6359392000,1850146000,9970800000,3959191000,99027000,8466999000,9714109000,-1643056000,1377518,803420,58.323273049061,88268,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NH/State%20of%20New%20Hampshire/NH%20State%20of%20New%20Hampshire%202022.pdf,-603036000,850545000,2022441000,0.6378015806153969
NJ,New Jersey,40624,34000,2022,New Jersey,General Purpose,224574201619,12009053193,75792318349,43336250589,627200000,82409829204,97350659517,-204246015529,9289031,8708779,93.7537369493403,89227,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NJ/State%20of%20New%20Jersey/NJ%20State%20of%20New%20Jersey%202022.pdf,2931777120,75073670300,88854449562,2.963020613578619
NM,New Mexico,82166,35000,2022,New Mexico,General Purpose,16422831000,4767930000,65514848000,21422569000,205063000,25736568000,31553149000,-5874499000,2117527,1578552,74.5471357558505,54304,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NM/State%20of%20New%20Mexico/NM%20State%20of%20New%20Mexico%202022.pdf,1048651000,4995027000,1179892000,0.2506734198635399
NY,New York,42220,36000,2022,New York,General Purpose,245485000000,81459000000,260647000000,43768000000,1752000000,278723000000,298881000000,0,20201230,17665166,87.4459099038876,74230,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NY/State%20of%20New%20York/NY%20State%20of%20New%20York%202022.pdf,-61301000000,513000000,67712000000,0.9418293707581519
NC,North Carolina,40620,37000,2022,North Carolina,General Purpose,31504536000,12160266000,109276007000,39435502000,598458000,68227210000,79555030000,0,10439414,6964727,66.7158553738974,61997,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NC/State%20of%20North%20Carolina/NC%20State%20of%20North%20Carolina%202022.pdf,-832446000,1471285000,6394259000,0.28830240841431914
ND,North Dakota,1241002,38000,2022,North Dakota,General Purpose,9629813391,5106600721,40117070762,6023232465,91822000,9571845154,10069386442,0,779091,474989,60.9668409716928,67603,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/ND/State%20of%20North%20Dakota/ND%20State%20of%20North%20Dakota%202022.pdf,-4609059433,503250082,28401715,0.2400427849812411
OH,Ohio,36835,39000,2022,Ohio,General Purpose,53399275000,17360425000,96693208000,41886308000,626690000,84391716000,92740138000,1104765000,11799374,9001099,76.2840685428674,62286,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/OH/State%20of%20Ohio/OH%20State%20of%20Ohio%202022.pdf,-9012003000,2121734000,-285941000,0.5522546630162483
OK,Oklahoma,37320,40000,2022,Oklahoma,General Purpose,9140042000,5139232000,38667150000,17033001000,190316000,26823206000,30489530000,8800425000,3959346,2558611,64.6219470706451,55829,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/OK/State%20of%20Oklahoma/OK%20State%20of%20Oklahoma%202022.pdf,-1472908000,-1012092000,53172000,0.2363774418337012
OR,Oregon,37525,41000,2022,Oregon,General Purpose,23903290000,3434804000,52967190000,27554509000,343425000,42044408000,47148999000,0,4237291,3410984,80.4998329107328,71441,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/OR/State%20of%20Oregon/OR%20State%20of%20Oregon%202022.pdf,1669787000,2894714000,-32251000,0.45128484256008294
PA,Pennsylvania,37697,42000,2022,Pennsylvania,General Purpose,76883947000,20465022000,98197157000,44944395000,962177000,108003747000,124984855000,0,13002689,9941070,76.4538903458512,68931,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/PA/Commonwealth%20of%20Pennsylvania/PA%20Commonwealth%20of%20Pennsylvania%202022.pdf,-3483914000,12550399000,19492810000,0.7829549179310762
RI,Rhode Island,38202,44000,2022,Rhode Island,General Purpose,8946041000,2535018000,10912345000,5425541000,98630000,11750228000,12991181000,-4510563000,1097371,999191,91.0524987265111,73324,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/RI/State%20of%20Rhode%20Island/RI%20State%20of%20Rhode%20Island%202022.pdf,-1294065000,2830352000,192974000,0.8198092160759214
SC,South Carolina,38235,45000,2022,South Carolina,General Purpose,18760755000,7784270000,48202033000,16641514000,215644000,32988241000,38147313000,-827664000,5118429,3477869,67.948030888408,59447,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/SC/State%20of%20South%20Carolina/SC%20State%20of%20South%20Carolina%202022.pdf,-2625198000,3671799000,4178946000,0.389210865857048
SD,South Dakota,38382,46000,2022,South Dakota,General Purpose,2352102000,1518793000,10918634000,4488178000,72189000,5464720000,5795476000,1924385000,886677,507347,57.2195649550508,66843,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/SD/State%20of%20South%20Dakota/SD%20State%20of%20South%20Dakota%202022.pdf,-1188037000,-156577000,0,0.215420903384068
TN,Tennessee,38453,47000,2022,Tennessee,General Purpose,11804020000,7597871000,65840759000,28858494000,349798000,39696980000,47122100000,0,6910786,4577282,66.2333667108485,59698,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/TN/State%20of%20Tennessee/TN%20State%20of%20Tennessee%202022.pdf,-172751000,-488630000,1176636000,0.17928134759199846
TX,Texas,38611,48000,2022,Texas,General Purpose,221174854000,41312562000,475449878000,114839703000,2168494000,200863596000,247834996000,-70068108000,29145428,24400697,83.7202752191118,66959,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/TX/State%20of%20Texas/TX%20State%20of%20Texas%202022.pdf,5658838000,30883865000,77666435000,0.465190684095622
UT,Utah,39282,49000,2022,Utah,General Purpose,6450339000,3096536000,46134874000,16867918000,231060000,18788083000,24377685000,0,3271614,2937303,89.7814107768149,79449,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/UT/State%20of%20Utah/UT%20State%20of%20Utah%202022.pdf,2493066000,-287085000,1659000,0.13981481774503166
VT,Vermont,39343,50000,2022,Vermont,General Purpose,7965341237,1870596466,7833710631,3855588836,47957346,7972305295,8614197245,0,643085,225850,35.1202111100226,72415,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/VT/State%20of%20Vermont/VT%20State%20of%20Vermont%202022.pdf,-1228704516,2512066064,2738757616,1.016803097816647
VA,Virginia,39392,51000,2022,Virginia,General Purpose,35033174000,16777683000,83380609000,28736022000,347462000,64922221000,73504448000,0,8631384,6528313,75.6345238827615,80926,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/VA/Commonwealth%20of%20Virginia/VA%20Commonwealth%20of%20Virginia%202022.pdf,-8195456000,2823571000,1063130000,0.4201597280250136
