state.abb,state.name,id_22,geo_id,year_22,name,category_22,total_liabilities_22,current_liabilities_22,total_assets_22,current_assets_22,compensated_absences_22,expenses_22,revenues_22,unrestricted_22,population_22,median_hh_income_21_22,url_22,modified_revenues_22,net_pension_liability_22,net_opeb_liability_22,assets_liab_ratio_22,name_state,state.abb_20,id_20,year_20,category_20,total_liabilities_20,current_liabilities_20,total_assets_20,current_assets_20,compensated_absences_20,expenses_20,revenues_20,unrestricted_20,population_20,median_hh_income_21_20,url_20,modified_revenues_20,net_pension_liability_20,net_opeb_liability_20,assets_liab_ratio_20,name_state_20,total_liabilities_growth,current_liabilities_growth,expenses_growth,net_opeb_liability_growth,net_pension_liability_growth,revenues_growth,total_assets_growth,assets_liab_ratio_growth,modified_revenues_growth,latitude,longitude,median_hh_income_normalized
FL,Florida,398462,1245000,2022,"Miami, FL",General Purpose,3111775783,228491399,2299105624,954865872,93646983,1213665001,1227856410,-2007581280,442260,48789,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/FL/Miami/FL%20Miami%202022.pdf,-214299990,1301418710,777314329,1.35347230267138,"Miami, Florida",FL,398462,2020,General Purpose,2854317892,127908952,1816112772,0,74312829,1095966163,1024569536,0,442260,48789,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/FL/Miami/FL%20Miami%202020.pdf,-199305579,994144647,867949431,1.5716633548348835,"Miami, Florida",9.01994454512567,0.7863597146820498,10.739276628561388,-0.10442440396046529,30.908385809575257,0.1984119836254823,0.2659487116915667,-0.13882810939905535,-0.07523327282273418,25.7741728,-80.19362,-39.014667043170604
FL,Florida,32297,1271000,2022,"Tampa, FL",General Purpose,2035173450,213067690,4703523089,1095673697,71042984,1072267048,1151864558,733141002,384661,63404,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/FL/Tampa/FL%20Tampa%202022.pdf,-133470180,139826968,70312514,0.4326912851261651,"Tampa, Florida",FL,32297,2020,General Purpose,1547995667,109988927,3854320368,0,66834663,922750269,992365061,346907497,384661,63404,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/FL/Tampa/FL%20Tampa%202020.pdf,-40374135,201706974,135123704,0.4016261024516891,"Tampa, Florida",31.47152110213239,0.937174002979409,16.203385035263533,-0.47964337922530603,-30.67816881730624,0.16072663505431495,0.22032489256741514,0.07734851516084609,-2.3058337968107554,27.9477595,-82.458444,-26.876567612909653
FL,Florida,148141,1253000,2022,"Orlando, FL",General Purpose,1568238037,123244285,4024570050,1212904519,48229362,978184721,1158430180,163063073,307683,54167,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/FL/Orlando/FL%20Orlando%202022.pdf,57001174,130635034,271036950,0.3896659810903279,"Orlando, Florida",FL,148141,2020,General Purpose,2034575660,318979012,3976993232,0,48675638,905574887,1079325407,50727208,307683,54167,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/FL/Orlando/FL%20Orlando%202020.pdf,-145228492,289467567,350601860,0.5115864024180969,"Orlando, Florida",-22.920633140770004,-0.6136288584403792,8.018092710205645,-0.22693807157782905,-54.870580025982676,0.0732909394024855,0.011963012060765811,-0.2383183383129266,1.3924930515700735,28.5421109,-81.3790304,-34.548112220321244
FL,Florida,32314,1263000,2022,"St Petersburg, FL",General Purpose,1372623906,120618798,2812396661,339599380,31840000,625436126,709178492,0,258356,64141,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/FL/St.%20Petersburg/FL%20St.%20Petersburg%202022.pdf,-36876432,-41235204,261024918,0.4880619882089954,"St Petersburg, Florida",FL,32314,2020,General Purpose,1355292248,74380972,2532474006,0,32443000,606737722,662235246,275918144,258356,64141,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/FL/St.%20Petersburg/FL%20St.%20Petersburg%202020.pdf,-18883448,85462307,224027878,0.5351653145457794,"St Petersburg, Florida",1.278813335321313,0.6216351407722932,3.0817935529645544,0.1651448039872966,-148.24957978258183,0.07088605791302144,0.11053327865826079,-0.08801640363550636,-0.9528442051472803,27.7700475,-82.6359078,-26.26447187017258
FL,Florida,96403,1230000,2022,"Hialeah, FL",General Purpose,938926163,152072925,735299031,270897932,34892565,306166456,359510455,0,223123,46674,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/FL/Hialeah/FL%20Hialeah%202022.pdf,-98728926,207569680,360568124,1.2769310490224215,"Hialeah, Florida",FL,96403,2020,General Purpose,1038077167,66240270,663204405,0,32843878,355212156,330547538,-634588753,223123,46674,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/FL/Hialeah/FL%20Hialeah%202020.pdf,-90904888,299598953,441473906,1.565244680484292,"Hialeah, Florida",-9.551409774915125,1.2957775534429434,-13.807438504441272,-0.18326288575705763,-30.717488188284825,0.08762103380119564,0.10870649449320229,-0.1841971642239764,-0.08606839711413539,25.8575963,-80.2781057,-40.771224025380796
GA,Georgia,42897,1304000,2022,"Atlanta, GA",General Purpose,10576224000,543848000,19645055000,4166560000,35238000,2145173000,2842599000,-448596000,498722,74107,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/GA/Atlanta/GA%20Atlanta%202022.pdf,153578000,619780000,884365000,0.5383657108620974,"Atlanta, Georgia",GA,42897,2020,General Purpose,10846929000,510812000,18694499000,0,24678000,2042726000,2620248000,0,498722,74107,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/GA/Atlanta/GA%20Atlanta%202020.pdf,66710000,1114364000,992098000,0.5802203632202179,"Atlanta, Georgia",-2.495683340418288,0.06467350023100475,5.015210067331595,-0.10859108676763787,-44.38262542580342,0.08485876146074722,0.05084682932663775,-0.07213578669632952,1.3021735871683406,33.7489924,-84.3902644,-17.98747570719067
ID,Idaho,32682,1608830,2022,"Boise, ID",General Purpose,472982000,130517000,1862908000,415084000,9290000,460846000,522556000,247179000,235712,70217,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/ID/Boise/ID%20Boise%202022.pdf,-68807000,63498000,12226000,0.2538944488938799,"Boise, Idaho",ID,32682,2020,General Purpose,224761000,52760000,1432669000,0,8684000,392568000,479054000,318371000,235712,70217,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/ID/Boise/ID%20Boise%202020.pdf,33726000,28591000,15136000,0.15688271331340317,"Boise, Idaho",110.43775388078893,1.473786959818044,17.392655539931937,-0.1922568710359408,122.09086775558742,0.09080813436481065,0.300305932493828,0.6183710973093465,-3.04017671825891,43.6166163,-116.200886,-21.218211717024065
IL,Illinois,32795,1714000,2022,"Chicago, IL",General Purpose,73965305000,6226434000,47416591000,10226806000,0,13358525000,12848126000,-36547853000,2746352,66576,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/IL/Chicago/IL%20Chicago%202022.pdf,-6736833000,35436606000,1835039000,1.5599034734487767,"Chicago, Illinois",IL,32795,2020,General Purpose,69251891000,4835603000,42486362000,0,0,10177766000,11215375000,-37392192000,2746352,66576,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/IL/Chicago/IL%20Chicago%202020.pdf,-3797994000,32958251000,1963340000,1.6299793095958652,"Chicago, Illinois",6.806188151598633,0.2876230741026507,31.2520350733157,-0.06534833498018683,7.519679973309263,0.14558148969606455,0.1160426256312555,-0.042991856236790554,-0.7737871623809832,41.8755616,-87.6244212,-24.242147401292296
IN,Indiana,33221,1825000,2022,"Fort Wayne, IN",General Purpose,1658417371,112730310,3256642544,384410038,19998425,418294937,604024919,291427659,263914,54737,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/IN/Fort%20Wayne/IN%20Fort%20Wayne%202022.pdf,72999672,219498841,151689246,0.5092414499268422,"Fort Wayne, Indiana",IN,33221,2020,General Purpose,1390532275,51344214,2686383409,0,18194635,509591066,573922167,0,263914,54737,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/IN/Fort%20Wayne/IN%20Fort%20Wayne%202020.pdf,12986887,237996172,167460423,0.5176224176866929,"Fort Wayne, Indiana",19.264931912493726,1.195579622662059,-17.91556702840626,-0.09417853315705527,-7.772112822049928,0.052450931033650075,0.21227764178765443,-0.01619127664003841,4.621029273604983,41.0799898,-85.1386015,-34.07471388469013
IA,Iowa,71073,1921000,2022,"Des Moines, IA",General Purpose,993840693,135295458,2525762509,697972228,0,447465339,547257870,NA,214125,60693,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/IA/Des%20Moines/IA%20Des%20Moines%202022.pdf,-35502927,42649067,27681903,0.3934814494469163,"Des Moines, Iowa",IA,71073,2020,General Purpose,866817685,41591897,2085868785,0,0,436787680,508221864,0,214125,60693,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/IA/Des%20Moines/IA%20Des%20Moines%202020.pdf,29842287,177894533,22869853,0.4155667370994288,"Des Moines, Iowa",14.653947444554042,2.252928280717756,2.4445879517480895,0.21041018497145567,-76.02564492524343,0.07680898592745314,0.21089232801381608,-0.05314498414060593,-2.189685194033554,41.5910323,-93.6046655,-29.128116539042907
KS,Kansas,33468,2079000,2022,"Wichita, KS",General Purpose,1642844484,151871867,4583441695,1089101061,14464000,613313810,742562142,219213523,397547,56293,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/KS/Wichita/KS%20Wichita%202022.pdf,-22623535,-49328335,35568000,0.35843032230390354,"Wichita, Kansas",KS,33468,2020,General Purpose,1466116636,64834687,3998755369,0,15075000,598342655,672981776,38275420,397547,56293,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/KS/Wichita/KS%20Wichita%202020.pdf,9804434,99941000,42211000,0.3666432428865093,"Wichita, Kansas",12.054146557000122,1.3424477548569025,2.5021039156902494,-0.157376039421004,-149.3574558989804,0.10339115928749905,0.14621707807702602,-0.022400305315726166,-3.307479962637313,37.6922361,-97.3375448,-32.78241948075677
LA,Louisiana,1266697,2255000,2022,"New Orleans, LA",General Purpose,2749724000,217484000,3442624000,585662000,58388000,1101042000,1400407000,-806803000,383998,46942,NA,81881000,1008184000,137415000,0.7987291089587477,"New Orleans, Louisiana",LA,1266697,2020,General Purpose,2445685000,181362000,2456981000,0,55269000,996063000,1111062000,0,383998,46942,NA,-66363000,968753000,173245000,0.9954024878499264,"New Orleans, Louisiana",12.431650028519616,0.19917071933481104,10.539393592573964,-0.20681693555369562,4.070284169442572,0.26042201065287085,0.40116020433206445,-0.19758176344926964,2.233835118966894,29.9759983,-90.0782127,-40.548643755294584
MD,Maryland,33980,2404000,2022,"Baltimore, MD",General Purpose,8977765000,1408246000,13500418000,2830018000,196152000,2753576000,3383352000,-2687605000,585693,54652,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MD/Baltimore/MD%20Baltimore%202022.pdf,-778470000,1271476000,102595000,0.6649990392890057,"Baltimore, Maryland",MD,33980,2020,General Purpose,9195780000,821471000,12011660000,0,175875000,3308251000,3193101000,-3601140000,585693,54652,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MD/Baltimore/MD%20Baltimore%202020.pdf,-936621000,1866590000,1245666000,0.7655711200616734,"Baltimore, Maryland",-2.3708157437433255,0.7142978875699811,-16.76641222204724,-0.9176384359852481,-31.882416599253183,0.05958189233600816,0.12394273564186799,-0.13136869735180934,0.16885271630680926,39.2908816,-76.610759,-34.145308373336874
MA,Massachusetts,34032,2507000,2022,"Boston, MA",General Purpose,6757265000,722188000,5889749000,3131468000,247599000,4327037000,4587924000,-2035104000,675632,79283,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MA/Boston/MA%20Boston%202022.pdf,-461301000,1080235000,2310198000,1.1472925246899317,"Boston, Massachusetts",MA,34032,2020,General Purpose,6518670000,591067000,4815378000,0,250008000,3645402000,4259188000,0,675632,79283,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MA/Boston/MA%20Boston%202020.pdf,22719000,1754871000,2273281000,1.3537192718827058,"Boston, Massachusetts",3.6601791469732325,0.22183779503846435,18.698486476937248,0.016239523402518212,-38.443623491413334,0.07718278695375738,0.2231124950107759,-0.1524885930785952,-21.304634887098903,42.3554334,-71.060511,-13.688686610301815
MA,Massachusetts,41676,2582000,2022,"Worcester, MA",General Purpose,2862948436,260350566,2228664696,577679152,16208000,1096039963,1134093613,0,206519,63194,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MA/Worcester/MA%20Worcester%202022.pdf,-222296916,290088897,1225410090,1.2846025878807208,"Worcester, Massachusetts",MA,41676,2020,General Purpose,2557768732,117944563,1683548000,0,16738000,1047374002,1014615416,0,206519,63194,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MA/Worcester/MA%20Worcester%202020.pdf,-150703149,480989646,1026328269,1.5192728285739403,"Worcester, Massachusetts",11.931481536306466,1.2073977755125516,4.646474030009387,0.19397480027903236,-39.68915975376318,0.11775712759325943,0.3237904093022593,-0.1544622113155883,-0.47506483756354684,42.2626,-71.8023,-27.05097752603691
MI,Michigan,34317,2622000,2022,"Detroit, MI",General Purpose,6229907262,1297607679,7379151573,2479738692,101424110,2378614300,2402183395,0,639115,36140,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MI/Detroit/MI%20Detroit%202022.pdf,-1274038584,1591447038,1476914,0.8442579340414912,"Detroit, Michigan",MI,34317,2020,General Purpose,5377049394,466040162,6069108155,0,98596755,2182546082,2155139212,0,639115,36140,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MI/Detroit/MI%20Detroit%202020.pdf,-493447032,1755415391,445447,0.8859702705363964,"Detroit, Michigan",15.861075573374212,1.784325868893677,8.983462920532277,2.3155773863108293,-9.340715242709182,0.11463026686370736,0.21585435364514444,-0.04708096635076839,-1.581915588459756,42.3315509,-83.046640300000007,-49.519957477202134
MN,Minnesota,1036390,2743000,2022,"Minneapolis, MN",General Purpose,2301573000,279833000,4720233000,1483339000,49775000,1116621000,1296545000,-15034,429985,69397,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MN/Minneapolis/MN%20Minneapolis%202022.pdf,-99909000,872688000,48422000,0.4875973283522233,"Minneapolis, Minnesota",MN,1036390,2020,General Purpose,1730749000,103434000,4284535000,0,47724000,1080192000,1147425000,0,429985,69397,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MN/Minneapolis/MN%20Minneapolis%202020.pdf,-36201000,528974000,41281000,0.4039525876203602,"Minneapolis, Minnesota",32.98132773729755,1.70542568207746,3.3724560078208317,0.17298515055352343,64.97748471569491,0.129960563871277,0.10169084859850602,0.20706573814665974,-1.7598408883732493,44.9772995,-93.2654692,-21.899240901616196
MN,Minnesota,101973,2758000,2022,"Saint Paul, MN",General Purpose,1560656321,187466531,2744155395,665972705,22505780,725291989,735434367,NA,311518,66098,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MN/Saint%20Paul/MN%20Saint%20Paul%202022.pdf,-177324153,505862331,206080831,0.5687200964798133,"Saint Paul, Minnesota",MN,101973,2020,General Purpose,1199914233,57593330,2475155703,0,21215650,650396168,703359545,0,311518,66098,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MN/Saint%20Paul/MN%20Saint%20Paul%202020.pdf,-4629953,214764491,267232002,0.4847833336487276,"Saint Paul, Minnesota",30.06398941515014,2.255004199270992,11.515415478278156,-0.22883176618944015,135.5428165264061,0.04560231282565448,0.10867990715653172,0.17314283929551494,-37.29934191556588,44.9537,-93.0892,-24.639137584505754
MO,Missouri,43771,2938000,2022,"Kansas City, MO",General Purpose,5913070000,490036000,11041492000,1783940000,48441000,2045381000,2304874000,-243834000,507971,63396,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MO/Kansas%20City/MO%20Kansas%20City%202022.pdf,-230543000,650718000,108427000,0.5355317922614081,"Kansas City, Missouri",MO,43771,2020,General Purpose,5330276000,428601000,9992759000,0,49670000,1960825000,1917677000,0,507971,63396,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MO/Kansas%20City/MO%20Kansas%20City%202020.pdf,-471749000,870059000,115354000,0.5334138449651392,"Kansas City, Missouri",10.933655217853634,0.14333844298076767,4.3122665204697,-0.06004993324895539,-25.209899558535685,0.20190939350057388,0.10494929378362873,0.003970551788747298,0.5113015607876222,39.100105,-94.5781416,-26.88321180007641
MO,Missouri,44598,2965000,2022,"St Louis, MO",General Purpose,3354252000,792369000,4343883000,1837597000,49315000,1054572000,1232944000,-1278104000,301574,49965,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MO/St.%20Louis/MO%20St.%20Louis%202022.pdf,-613997000,326508000,441033000,0.7721782561823143,"St Louis, Missouri",MO,44598,2020,General Purpose,3262271000,289003000,3570184000,0,60410000,1117833000,1137784000,0,301574,49965,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MO/St.%20Louis/MO%20St.%20Louis%202020.pdf,-269052000,572126000,629014000,0.9137543051002414,"St Louis, Missouri",2.819538904033417,1.7417327847807809,-5.659253215820252,-0.2988502640640749,-42.93075301594404,0.08363626136419566,0.21671123953275237,-0.15493885843021643,-1.2820755839019966,38.6280278,-90.1910154,-38.037971529657995
NE,Nebraska,35443,3137000,2022,"Omaha, NE",General Purpose,3372148632,207219201,4132163870,739301440,90377835,931958486,1218859384,0,491743,62948,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NE/Omaha/NE%20Omaha%202022.pdf,79681697,975536427,505771438,0.8160733064054403,"Omaha, Nebraska",NE,35443,2020,General Purpose,3055956416,83975087,3342876261,0,93007157,779610291,945243629,0,491743,62948,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NE/Omaha/NE%20Omaha%202020.pdf,81658251,967110658,491560909,0.914169768008652,"Omaha, Nebraska",10.346751489796116,1.4676271070728393,19.54158337296756,0.02890898918083008,0.871231118207778,0.28946585473362657,0.2361103275668031,-0.10730661309977088,-0.024205196361602208,41.2587459,-95.9383758,-27.25528628141455
NE,Nebraska,35447,3128000,2022,"Lincoln, NE",General Purpose,1675570342,183298989,4363556432,282166441,36396000,859544947,1028904565,409537404,291105,62294,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NE/Lincoln/NE%20Lincoln%202022.pdf,-13939371,74246000,28734000,0.3839919038773646,"Lincoln, Nebraska",NE,35447,2020,General Purpose,1682625102,173650869,3971024659,0,31729000,763956441,878865771,0,291105,62294,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NE/Lincoln/NE%20Lincoln%202020.pdf,-58741539,75894676,20079000,0.4237256744771073,"Lincoln, Nebraska",-0.4192710539985751,0.05556044755526101,12.512297936107068,0.4310473629164799,-2.1723210202518026,0.17071866825497292,0.09884898904124383,-0.09377239330322762,0.7626999353898439,40.8088861,-96.7077751,-27.798448582296565
NV,Nevada,35519,3240000,2022,"Las Vegas, NV",General Purpose,1569744421,205304722,6462778877,1313429403,49788130,807790806,1237013085,93097178,644866,59746,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NV/Las%20Vegas/NV%20Las%20Vegas%202022.pdf,223917557,565585141,53751119,0.24289000921669626,"Las Vegas, Nevada",NV,35519,2020,General Purpose,1814290240,97549812,5911170390,0,48860079,958211865,1224995479,0,644866,59746,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NV/Las%20Vegas/NV%20Las%20Vegas%202020.pdf,169233802,878316585,55107913,0.30692572203116614,"Las Vegas, Nevada",-13.478869786567335,1.104614225191946,-15.698100231726936,-0.024620674711452056,-35.60577693064967,0.00981032681835718,0.09331628943282753,-0.2086358627445617,0.323125488842944,36.1672559,-115.148516,-29.91462219490723
NV,Nevada,35518,3231900,2022,"Henderson, NV",General Purpose,951986142,114953208,4026896704,994401878,49694528,538068636,825209974,0,317310,77924,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NV/Henderson/NV%20Henderson%202022.pdf,172188130,276482252,69332241,0.23640689393755057,"Henderson, Nevada",NV,35518,2020,General Purpose,1048710549,67676930,3585036318,0,50511244,573522707,586622261,555502066,317310,77924,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NV/Henderson/NV%20Henderson%202020.pdf,-54577376,411959319,85625605,0.29252438635964745,"Henderson, Nevada",-9.223174792342057,0.6985582531595331,-6.18180772396166,-0.19028611827034683,-32.886030428650166,0.40671438651728903,0.12325129979338748,-0.19183868094027068,4.154936030636577,36.0301134,-114.9826194,-14.817367905253889
NV,Nevada,35523,3260600,2022,"Reno, NV",General Purpose,1014653647,96793065,2064136787,554836809,29721593,379807610,447079345,0,264147,67478,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NV/Reno/NV%20Reno%202022.pdf,-29521330,173851338,133546458,0.4915631819510807,"Reno, Nevada",NV,35523,2020,General Purpose,1064576354,41238414,1857669187,0,25389581,365774923,478643006,318132905,264147,67478,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NV/Reno/NV%20Reno%202020.pdf,71629669,249852734,168272737,0.5730710082558956,"Reno, Nevada",-4.689443534268093,1.3471577980666278,3.836426752525077,-0.20636901508293645,-30.41847682963517,-0.06594405559955054,0.11114336257761269,-0.14222988971799277,-1.4121382998433234,39.5261206,-119.8126581,-23.493015298240948
NV,Nevada,35520,3251800,2022,"North Las Vegas, NV",General Purpose,773407052,78396333,2751902517,960912870,43614126,416998398,605379828,0,259520,67035,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NV/North%20Las%20Vegas/NV%20North%20Las%20Vegas%202022.pdf,109985097,149081779,86225700,0.28104449457138964,"North Las Vegas, Nevada",NV,35520,2020,General Purpose,756950708,36924302,2374684619,0,39763823,388962525,492604694,522549050,259520,67035,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NV/North%20Las%20Vegas/NV%20North%20Las%20Vegas%202020.pdf,66717867,218565388,43455396,0.3187584161465443,"North Las Vegas, Nevada",2.174031125947504,1.1231635739519192,7.207859677484355,0.9842345930986338,-31.79076505928743,0.2289363771267677,0.15884968259863058,-0.11831506139061843,0.6485103907773311,36.2005843,-115.121584,-23.86093716259987
NJ,New Jersey,35652,3451000,2022,"Newark, NJ",General Purpose,679071853,NA,679071853,679071853,NA,1020753231,1088554085,NA,311552,43242,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NJ/Newark/NJ%20Newark%202022.pdf,NA,NA,NA,1,"Newark, New Jersey",NJ,35652,2020,General Purpose,538595469,0,538595469,538595469,0,946576141,946576141,NA,311552,43242,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NJ/Newark/NJ%20Newark%202020.pdf,0,0,0,1,"Newark, New Jersey",26.081983990845643,NA,7.83635745579182,NA,NA,0.1499910444076997,0.2608198399084564,0,NA,40.735657,-74.1723667,-43.62158031991761
NJ,New Jersey,108025,3436000,2022,"Jersey City, NJ",General Purpose,254536148,254536148,1542676986,0,209241315,1296820965,1368636430,0,292754,81958,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NJ/Jersey%20City/NJ%20Jersey%20City%202022.pdf,-182720683,60959025,1418603618,0.16499639931751728,"Jersey City, New Jersey",NJ,108025,2020,General Purpose,61264484,61264484,211996582,0,0,1036561603,1049105487,0,292754,81958,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NJ/Jersey%20City/NJ%20Jersey%20City%202020.pdf,-48720600,1081996047,1081996047,0.2889880743454628,"Jersey City, New Jersey",315.47097336198897,3.1547097336198897,25.1079493246481,0.3110987068144067,-94.36605843718023,0.3045746561804037,6.27689555862745,-0.42905464285603395,-2.7503783409892324,40.7215682,-74.047455,-11.467036526418951
NM,New Mexico,35917,3502000,2022,"Albuquerque, NM",General Purpose,2129715209,222446271,5873656078,1140651564,53682260,1169378012,1248211437,0,564581,58512,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NM/Albuquerque/NM%20Albuquerque%202022.pdf,-143612846,576889743,257870420,0.36258765932464593,"Albuquerque, New Mexico",NM,35917,2020,General Purpose,2308654159,201164074,5617109467,0,47498529,1083142461,1120158995,0,564581,58512,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NM/Albuquerque/NM%20Albuquerque%202020.pdf,-164147540,773785015,256989344,0.4110039465250108,"Albuquerque, New Mexico",-7.750790619826224,0.10579521768882053,7.96160746208619,0.0034284534381316604,-25.445733399218128,0.11431630917716283,0.04567235381599516,-0.11780005425670192,0.12509900544351746,35.0841034,-106.650985,-30.9394880653788
NY,New York,122258,3651000,2022,"New York, NY",General Purpose,304335832000,37979586000,144972722000,58221773000,6135102000,97409580000,107534861000,-186265578000,8804194,67997,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NY/New%20York/NY%20New%20York%202022.pdf,-27854305000,42349466000,89525858000,2.0992627288877146,"New York, New York",NY,122258,2020,General Purpose,305300557000,30607669000,115820000000,0,5693120000,99906460000,95921699000,-197538799000,8804194,67997,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NY/New%20York/NY%20New%20York%202020.pdf,-34592430000,46376874000,109456918000,2.635991685373856,"New York, New York",-0.31599188991980776,0.24085195772340587,-2.499217768300468,-0.18209045498613435,-8.68408681447568,0.12106918581581838,0.25170714902434815,-0.20361557263790026,0.1947861136092492,40.7127281,-74.0060152,-23.061973655797885
NY,New York,149470,3611000,2022,"Buffalo, NY",General Purpose,2397811958,692117144,1765148207,931323582,31714760,597406090,687523777,-1310999804,278301,40669,NA,-601999457,292424,1312274426,1.3584196207950485,"Buffalo, New York",NY,149470,2020,General Purpose,2227222037,334346029,1296635901,0,25739773,595949700,571727657,0,278301,40669,NA,-358568072,254162180,1228417474,1.7176927117954295,"Buffalo, New York",7.659313627741373,1.0700624023263037,0.24438136305798963,0.06826421292017537,-99.8849459034385,0.20253720207906611,0.36132911763330855,-0.20916028142475404,-0.6788986639055805,42.8867166,-78.8783922,-45.75851701742438
NY,New York,36072,3684000,2022,"Yonkers, NY",General Purpose,3847030036,256605370,1911381786,492644182,47211780,1230146156,1429178934,0,211585,66395,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NY/Yonkers/NY%20Yonkers%202022.pdf,-57572592,-280479817,2595913992,2.0126957702421047,"Yonkers, New York",NY,36072,2020,General Purpose,4915299122,311457350,1292619465,0,52157737,1422708718,1249122727,-3348663416,211585,66395,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/NY/Yonkers/NY%20Yonkers%202020.pdf,-485043341,389825681,3452182595,3.8025878884625954,"Yonkers, New York",-21.733551905694174,-0.17611393662727817,-13.534925284685013,-0.24803688085334316,-171.95006144297608,0.14414613000632723,0.47868869203513037,-0.470703681472081,0.8813042317387468,40.9312099,-73.8987469,-24.392472135940068
