"","state.abb","state.name","id","geo_id","year","name","total_liabilities","current_liabilities","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","total_assets","current_assets","compensated_absences","expenses","revenues","population","median_hh_income_21"
"1793","GA","Georgia",1266263,"1306016",2020,"baxley",3851794,784161,275617,0,0,0,0,0,88533,6012055,9074689,4985,NA
"1794","GA","Georgia",96446,"1307248",2020,"berkeley lake",110601,110601,0,0,0,0,0,0,0,2044834,1780811,2046,NA
"1795","GA","Georgia",70746,"1308284",2020,"blackshear",8412003,275691,594119,0,0,0,0,0,166636,4990494,5235611,3505,NA
"1796","GA","Georgia",96447,"1308480",2020,"blairsville",7571543,860645,924158,0,0,0,0,0,112531,5074271,6388347,616,NA
"1797","OR","Oregon",126020,"4159600",2020,"powers",2469187,297997,0,0,0,877,0,0,0,946191,933075,707,NA
"1798","GA","Georgia",111375,"1308536",2020,"blakely",14149529,1475987,3826315,0,0,0,0,0,317664,18128975,19384021,5375,NA
"1799","GA","Georgia",99764,"1308928",2020,"blue ridge",15911231,722551,892215,0,0,0,0,0,63890,6894634,8195563,1255,NA
"1800","GA","Georgia",96450,"1309040",2020,"blythe",42770,42770,0,0,0,0,0,0,17542,616707,682320,749,NA
"1801","GA","Georgia",96450,"1309040",2020,"blythe",42770,42770,0,0,0,0,0,0,17542,616707,682320,698,NA
"1802","OR","Oregon",126022,"4159650",2020,"prairie city",3436503,13316,0,0,0,0,0,0,0,1526758,1309305,842,NA
"1803","GA","Georgia",196490,"1310944",2020,"brookhaven",87308621,8676581,0,0,0,0,0,0,1045182,44274962,58354010,56795,NA
"1804","GA","Georgia",44552,"1311560",2020,"brunswick",15458082,4807547,7020584,0,0,0,0,0,725079,22339809,25401520,15213,NA
"1805","IA","Iowa",196544,"1982875",2020,"waverly",45120567,1986659,5135406,0,930135,0,0,0,588751,17687918,20961762,10396,NA
"1806","MI","Michigan",56366,"2600980",2020,"albion",3772539,572788,1207346,9290212,264353,0,0,0,329991,8738001,11247478,7709,NA
"1807","IA","Iowa",71110,"1983055",2020,"webster city",34871853,3280898,4174419,0,135947,0,0,0,704291,22862800,23871054,96,NA
"1808","IA","Iowa",113996,"1983550",2020,"west bend",1843865,183298,279003,0,41539,0,0,0,11482,4163165,4492613,794,NA
"1809","IA","Iowa",113500,"1983595",2020,"west branch",0,0,488695,0,0,0,0,0,71500,5632172,5231649,2504,NA
"1810","IA","Iowa",113612,"1983685",2020,"west burlington",0,0,555550,0,0,0,0,0,162492,8018554,7472027,3200,NA
"1811","IA","Iowa",33337,"1983910",2020,"west des moines",288912137,22162122,36815779,0,3576997,0,0,0,6137139,117331537,152340060,68726,62073
"1812","IA","Iowa",113963,"1984315",2020,"west liberty",0,0,839640,0,0,0,0,0,98784,11906176,13501996,3859,NA
"1813","IA","Iowa",113661,"1984765",2020,"west union",0,0,369090,0,0,0,0,0,42000,6066310,5318164,2484,NA
"1814","IA","Iowa",113779,"1985845",2020,"williamsburg",0,0,452069,0,0,0,0,0,116200,6868900,16046125,3349,NA
"1815","IA","Iowa",96570,"1934500",2020,"harlan",0,0,891766,0,0,0,0,0,287000,8470813,7720884,4894,NA
"1816","IA","Iowa",113968,"1934725",2020,"hartley",0,0,534263,0,216604,0,0,0,176710,6452095,7862137,1606,NA
"1817","IA","Iowa",114090,"1935265",2020,"hawarden",12765262,1319381,810501,0,24980,0,0,0,81924,7992167,8779771,2698,NA
"1818","IA","Iowa",113864,"1935940",2020,"hiawatha",0,0,1380678,0,0,0,0,0,467000,18219390,18133786,7183,NA
"1819","OR","Oregon",87186,"4177050",2020,"veneta",16390791,1025637,1720780,0,0,0,0,0,181456,6897767,8701463,5212,NA
"1820","IA","Iowa",113414,"1937470",2020,"hudson",0,0,337915,0,0,0,0,0,63300,4627454,4473305,2543,NA
"1821","IA","Iowa",114092,"1937515",2020,"hull",0,0,350918,0,0,0,0,0,0,7455696,7468899,2379,NA
"1822","IA","Iowa",113761,"1937560",2020,"humboldt",0,0,793349,0,0,0,0,0,0,12055410,12974685,4786,NA
"1823","OR","Oregon",87188,"4177250",2020,"vernonia",7869588,436679,1297627,0,0,0,0,0,0,2984433,4635706,2374,NA
"1824","IA","Iowa",114103,"1937920",2020,"huxley",0,0,575526,0,0,0,0,0,216535,12313245,14356964,4249,NA
"1825","IA","Iowa",113772,"1938010",2020,"ida grove",0,0,475042,0,0,0,0,0,34106,2705725,3366652,2053,NA
"1826","OR","Oregon",87201,"4178150",2020,"wallowa",84181,0,0,0,0,0,0,0,0,863323,780018,800,NA
"1827","IA","Iowa",113436,"1938100",2020,"independence",0,0,1006927,0,0,0,0,0,222550,16232027,15096458,6064,NA
"1828","IA","Iowa",114154,"1938280",2020,"indianola",0,0,4868351,0,0,0,0,0,1339276,25868306,26864583,15836,NA
"1829","IA","Iowa",95846,"1938595",2020,"iowa city",177463000,20169000,47646000,0,8627000,0,0,0,0,139123000,156905000,74823,61301
"1830","IA","Iowa",105595,"1938640",2020,"iowa falls",52956777,8150252,7832419,0,103298,0,0,0,129244,34373173,35678711,5102,NA
"1831","IA","Iowa",113686,"1939450",2020,"jefferson",0,0,966495,0,0,0,0,0,30000,9021850,10721384,4184,NA
"1832","IA","Iowa",113437,"1939585",2020,"jesup",0,0,281330,0,0,0,0,0,40000,3384996,3375064,2512,NA
"1833","IA","Iowa",33338,"1939765",2020,"johnston",129309455,7521916,3161857,0,1212886,0,0,0,1288451,36246694,52515135,24058,NA
"1834","OR","Oregon",87230,"4178900",2020,"warrenton",19117706,1236285,4966450,0,0,0,0,0,220642,13744678,17159565,6274,NA
"1835","IA","Iowa",114166,"1940170",2020,"kalona",0,0,347599,0,0,0,0,0,18400,3732824,3674992,2634,NA
"1836","IA","Iowa",113964,"1986070",2020,"wilton",0,0,479727,0,0,0,0,0,53000,7177497,7274200,2928,NA
"1837","IA","Iowa",114024,"1986250",2020,"windsor heights",0,0,440325,0,0,0,0,0,264751,8315058,23031469,5254,NA
"1838","MI","Michigan",77523,"2601180",2020,"algonac",1903178,212089,1443549,0,0,503604,0,0,60491,4731053,5192630,4196,NA
"1839","IA","Iowa",113899,"1986520",2020,"winterset",0,0,1559554,0,0,0,0,0,292539,9673306,10744296,5357,NA
"1840","MI","Michigan",34290,"2601260",2020,"allegan",21702730,842443,2021960,0,0,0,0,0,216043,9624427,11263256,5219,NA
"1841","IA","Iowa",113741,"1986835",2020,"woodbine",0,0,205279,0,0,0,0,0,25570,4737372,4289931,1629,NA
"1842","ID","Idaho",111629,"1601990",2020,"ammon",33594841,2218976,1796636,0,0,0,0,0,83489,15179930,27706083,17711,NA
"1843","IA","Iowa",113720,"1940260",2020,"kanawha",0,0,75295,0,0,0,0,0,8011,818907,833343,654,NA
"1844","IA","Iowa",113853,"1940845",2020,"keokuk",0,0,6703066,0,0,0,0,0,837661,32991403,27636108,9905,NA
"1845","MI","Michigan",1239923,"2601380",2020,"allen park",110749442,4195587,12573899,0,42674561,0,0,0,2072372,39115450,42933424,28651,NA
"1846","ID","Idaho",32683,"1607840",2020,"blackfoot",18172716,2043280,2518125,0,0,0,0,0,499337,17418268,20102066,12355,NA
"1847","MI","Michigan",64910,"2601540",2020,"alma",11024646,636632,5227540,0,0,0,0,0,241013,11158202,12191303,9489,NA
"1848","ID","Idaho",32682,"1608830",2020,"boise",224761000,52760000,82764000,54173000,15136000,0,1432669000,0,8684000,392568000,479054000,235712,70217
"1849","ID","Idaho",111740,"1610810",2020,"buhl",18987912,696167,950564,261824,0,0,0,0,154692,6537477,8131459,4564,NA
"1850","PA","Pennsylvania",42670,"4206088",2020,"bethlehem",278542548,8593454,25682396,3704584,13241980,0,0,0,5143099,111165971,125441246,75795,57320
"1851","ID","Idaho",41199,"1612250",2020,"caldwell",18573047,6121718,10175662,6268160,723395,0,0,0,1552272,62230603,94992715,60077,NA
"1852","ID","Idaho",111656,"1613780",2020,"challis",111692,18309,86606,0,0,0,0,0,6777,1091926,5355744,893,NA
"1853","ID","Idaho",54504,"1614680",2020,"chubbuck",28378670,2636932,3811318,0,0,0,0,0,570679,18352594,23095378,15576,NA
"1854","GA","Georgia",47523,"1311784",2020,"buford",101161357,10345025,7666183,0,12017144,0,0,0,357305,101666711,111362460,17106,NA
"1855","GA","Georgia",92026,"1312260",2020,"byron",13347388,1188143,4303486,0,0,0,0,0,134183,11140109,11993687,5698,NA
"1856","IL","Illinois",64818,"1745889",2020,"macomb",36400621,1446402,22019719,0,0,0,0,0,1503327,23621865,24166427,15050,NA
"1857","IL","Illinois",72841,"1745941",2020,"macon",493300,6936,0,0,0,0,0,0,0,776227,1136773,1171,NA
"1858","IL","Illinois",72847,"1745993",2020,"madison",12618560,192864,11631144,2845,0,0,0,0,471187,9038555,9054027,3145,NA
"1859","IL","Illinois",72895,"1746786",2020,"marengo",27990815,159047,12098255,0,854360,0,0,0,0,7863854,7394728,7566,NA
"1860","IL","Illinois",1036290,"1747007",2020,"markham",67762638,3617359,26652571,0,3086917,0,0,0,997460,29730968,27443255,11663,NA
"1861","IL","Illinois",1266191,"1746916",2020,"marion",91862183,2669395,16480986,0,37329092,0,0,0,978288,40153883,43935006,16855,NA
"1862","IL","Illinois",72914,"1747072",2020,"maroa",693352,21931,0,0,0,0,0,0,0,1457674,1510539,1579,NA
"1863","IL","Illinois",72916,"1747150",2020,"marseilles",13177507,99399,7940809,0,0,0,0,0,0,6616825,7841875,4847,NA
"1864","IL","Illinois",72922,"1747254",2020,"martinsville",775116,33668,0,0,0,0,0,0,0,1536875,1826317,1113,NA
"1865","IL","Illinois",72930,"1747423",2020,"mascoutah",19191403,1287143,6735926,0,0,0,0,0,542020,17325432,19106218,8753,NA
"1866","IL","Illinois",72932,"1747475",2020,"mason",114000,0,0,0,0,0,0,0,0,175557,192793,2076,NA
"1867","MI","Michigan",78588,"2626360",2020,"escanaba",28873720,3679730,19539078,0,0,0,0,0,1142462,29909020,31953823,12420,NA
"1868","MI","Michigan",53983,"2626420",2020,"essexville",19571904,324395,2476904,0,3658949,0,0,0,0,5223980,5419755,3382,NA
"1869","ID","Idaho",282103,"1616750",2020,"coeur d’alene",74674200,5131193,17879292,12481826,0,0,0,0,4522345,75208396,74712929,54640,NA
"1870","ID","Idaho",111596,"1618820",2020,"council",4478866,608790,109993,0,0,0,0,0,17563,688002,2746488,869,NA
"1871","ID","Idaho",111723,"1619900",2020,"culdesac",1040300,142259,75000,0,0,0,0,0,14825,0,913653,416,NA
"1872","ID","Idaho",111703,"1620890",2020,"deary",1891184,491150,76310,0,0,0,0,0,7755,582248,870146,503,NA
"1873","ID","Idaho",32693,"1622690",2020,"driggs",12793073,1000007,514643,0,0,0,0,0,0,5149438,6178190,1991,NA
"1874","ID","Idaho",111611,"1627910",2020,"firth",1702011,705264,50532,0,0,0,0,0,0,377805,1144829,519,NA
"1875","ID","Idaho",111591,"1629620",2020,"garden",5370835,1387791,3207587,0,0,0,0,0,305457,16484896,17674348,12303,NA
"1876","ID","Idaho",32688,"1632140",2020,"gooding",6570241,464748,772935,0,0,0,0,0,55367,3587433,5515558,3706,NA
"1877","ID","Idaho",111719,"1637360",2020,"heyburn",9434614,996857,873177,0,0,0,0,0,0,8263189,9895520,3693,NA
"1878","ID","Idaho",111630,"1639700",2020,"idaho falls",66883421,14128666,31186242,18948797,3057,0,0,0,7451986,155193806,185099433,65586,61833
"1879","MI","Michigan",77546,"2601740",2020,"alpena",17339405,563748,9315087,0,2209790,0,0,0,343270,18796491,19910776,10207,NA
"1880","ID","Idaho",100149,"1640420",2020,"iona",3221859,237420,144427,0,0,0,0,0,4069,1319235,1722074,2712,NA
"1881","IL","Illinois",72946,"1747553",2020,"mattoon",168196319,2299830,95150296,0,55113864,0,0,0,1400585,40021244,29657052,16891,NA
"1882","MI","Michigan",78597,"2626640",2020,"evart",1395669,91375,1078852,0,0,0,0,0,55957,3823725,4594670,1752,NA
"1883","IL","Illinois",72963,"1745694",2020,"mchenry",82310835,3359515,31083248,0,5900815,0,0,0,697569,37526596,37798333,27177,NA
"1884","IL","Illinois",72971,"1745824",2020,"mcleansboro",3299748,427641,0,120390,0,0,0,0,0,6367496,6959695,2643,NA
"1885","IL","Illinois",72996,"1748333",2020,"mendota",8626313,222207,7161408,0,508870,0,0,0,129715,11422780,11503636,7059,NA
"1886","MI","Michigan",78629,"2627380",2020,"farmington",29223874,1692506,7104572,0,1181074,0,0,0,318199,16227554,18016451,11594,NA
"1887","MI","Michigan",34311,"2627440",2020,"farmington hills",159389564,20483783,60395617,0,3815708,0,0,0,5926573,117798964,131549088,84004,95960
"1888","IL","Illinois",73018,"1748645",2020,"metropolis",51956605,912187,6455368,3252,34152265,0,0,0,643500,18650417,19539808,5969,NA
"1889","MI","Michigan",78637,"2627740",2020,"fennville",327230,114942,0,0,0,0,0,0,33752,1438397,1815607,1743,NA
"1890","MI","Michigan",78640,"2627760",2020,"fenton",22491755,1750168,6545102,0,7673059,0,0,0,699539,16026090,14478914,12043,NA
"1891","IL","Illinois",59025,"1749568",2020,"minonk",1595387,0,0,39002,0,0,0,0,0,2583646,2613013,1928,NA
"1892","MI","Michigan",78642,"2627880",2020,"ferndale",91980732,7570996,0,2652815,28744257,0,0,0,1348283,39414022,44418481,19184,NA
"1893","IL","Illinois",73074,"1749867",2020,"moline",219640880,7556548,121467474,951223,15801928,0,0,0,5173815,83185663,91765947,42993,NA
"1894","IL","Illinois",73077,"1749893",2020,"momence",1434075,0,0,0,0,0,0,0,0,3644447,3582821,3111,NA
"1895","MI","Michigan",78648,"2627960",2020,"ferrysburg",4179315,956905,797548,0,0,0,0,0,107167,4457439,4837637,2950,NA
"1896","IL","Illinois",73083,"1750010",2020,"monmouth",62992531,1742474,25629842,0,2767292,0,0,0,411825,15635246,15725713,8904,NA
"1897","ID","Idaho",111705,"1642130",2020,"juliaetta",950425,312731,75999,0,0,0,0,0,16734,610242,1507314,618,NA
"1898","ID","Idaho",100150,"1642580",2020,"kellogg",8841116,301914,640363,0,0,0,0,0,121423,4017876,5011294,2316,NA
"1899","PA","Pennsylvania",154054,"4208040",2020,"bradford",0,0,0,0,0,0,0,0,0,18553977,19304241,7845,NA
"1900","ID","Idaho",111592,"1644290",2020,"kuna",6057653,2776566,1859330,0,0,0,0,0,302691,17296514,28086854,24037,NA
"1901","ID","Idaho",32692,"1646540",2020,"lewiston",40650328,6431899,13424913,9131000,0,0,0,0,2639847,49221374,65643006,34204,NA
"1902","ID","Idaho",32694,"1648790",2020,"mccall",6950587,2735533,2516325,0,0,0,0,0,255851,13047159,23627851,3683,NA
"1903","ID","Idaho",111593,"1652120",2020,"meridian",37685995,12000828,22100579,0,0,0,0,0,3031775,95126430,135057710,117713,88088
"1904","ID","Idaho",51014,"1654550",2020,"moscow",29383903,3345958,6452000,543000,0,0,0,0,964727,36786339,42750156,25453,NA
"1905","MI","Michigan",41064,"2603000",2020,"ann arbor",542010894,29780214,99474757,0,95729250,0,0,0,16724854,245403929,248192752,123872,68864
"1906","ID","Idaho",32687,"1654730",2020,"mountain home",15208666,1209758,3240523,0,0,0,0,0,349609,18065162,20013737,16029,NA
"1907","ID","Idaho",111735,"1655630",2020,"mullan",1124375,553749,70844,0,0,0,0,0,9955,607484,1123366,645,NA
"1908","ID","Idaho",32685,"1656260",2020,"nampa",80205138,18551414,25155136,14521285,0,0,0,0,6240184,126518156,195345342,100310,63471
"1909","IL","Illinois",73095,"1750244",2020,"monticello",16564806,22792,0,0,0,0,0,0,0,7280177,7882601,5941,NA
"1910","MI","Michigan",78662,"2628360",2020,"flat rock",50814524,1012930,16250148,0,26012812,0,0,0,610744,21115867,16021729,10538,NA
"1911","MI","Michigan",34298,"2629000",2020,"flint",818877205,30466672,388344646,0,266371398,0,0,0,3516471,196652843,187106689,81268,37102
"1912","IL","Illinois",73104,"1750491",2020,"morris",25204860,818705,11826685,0,2061675,0,0,0,542343,31089386,24998024,14178,NA
"1913","IL","Illinois",73111,"1750530",2020,"morrison",17487817,141236,597847,0,0,0,0,0,101000,4750660,5356362,4078,NA
"1914","IL","Illinois",111908,"1750751",2020,"mound city",1421423,93682,0,0,0,0,0,0,0,646967,739478,524,NA
"1915","IL","Illinois",73132,"1750777",2020,"mounds",578930,82547,0,0,0,0,0,0,0,1307327,1188122,658,NA
"1916","MI","Michigan",103061,"2629200",2020,"flushing",22593342,601454,10381747,0,7686260,0,0,0,380352,8316025,9790853,8411,NA
"1917","ID","Idaho",43380,"1664090",2020,"pocatello",65215935,6602413,20993725,4596525,0,0,0,0,4719647,86816583,109136773,56326,NA
"1918","ID","Idaho",92071,"1664810",2020,"post falls",27674263,6453642,7333656,0,0,0,0,0,1098551,36988568,63592505,38523,NA
"1919","ID","Idaho",48147,"1665530",2020,"priest river",7818748,616494,478863,0,0,0,0,0,110262,2872245,5007116,1663,NA
"1920","ID","Idaho",32691,"1667420",2020,"rexburg",22554356,4059426,5678949,0,0,0,0,0,490256,35305578,43949664,39423,NA
"1921","PA","Pennsylvania",126262,"4210464",2020,"butler",0,0,363722,1451975,0,0,0,0,0,14237084,12960993,13491,NA
"1922","ID","Idaho",111608,"1671470",2020,"st maries",2871062,1624863,361693,0,0,0,0,0,31912,3303723,4510143,2360,NA
"1923","ID","Idaho",109852,"1678040",2020,"sugar city",4323705,260111,134166,0,0,0,0,0,12585,1661778,2273135,1715,NA
"1924","ID","Idaho",47893,"1682810",2020,"twin falls",70790589,4884699,13468446,6256568,0,0,0,0,2385506,69669357,73231234,51811,NA
"1925","IA","Iowa",33332,"1942015",2020,"knoxville",0,0,2722845,0,0,0,0,0,244000,15419601,13762653,7587,NA
"1926","OR","Oregon",87236,"4178950",2020,"wasco",525109,7326,0,0,0,0,0,0,0,518449,537772,416,NA
"1927","IA","Iowa",113465,"1942465",2020,"lake city",0,0,205260,0,0,0,0,0,78000,3126439,5207886,1728,NA
"1928","IA","Iowa",114193,"1942555",2020,"lake mills",0,0,612478,0,0,0,0,0,249076,5671146,6805556,2141,NA
"1929","IA","Iowa",113415,"1943365",2020,"la porte",0,0,372607,0,0,0,0,0,68000,2886831,3112446,2287,NA
"1930","IA","Iowa",114067,"1944085",2020,"leclaire",21184394,1156789,519799,0,153513,0,0,0,121239,7519017,9101753,4713,NA
"1931","IA","Iowa",114002,"1944400",2020,"le mars",20870696,1353946,3857062,0,542401,0,0,0,1190029,20428247,24811043,10568,NA
"1932","IA","Iowa",113865,"1945615",2020,"lisbon",0,0,278309,0,0,0,0,0,37800,2643680,3337676,2231,NA
"1933","IA","Iowa",113735,"1946155",2020,"logan",0,0,211915,0,0,0,0,0,16319,1781795,1822911,1388,NA
"1934","IL","Illinois",224305,"1750881",2020,"mount carroll",5491375,2743758,78912,0,0,0,0,0,29862,1973029,7503165,1477,NA
"1935","IL","Illinois",92700,"1751024",2020,"mount olive",707672,5706,0,0,0,0,0,0,0,2271417,1979052,2020,NA
"1936","IL","Illinois",111833,"1751180",2020,"mt vernon",84300216,5000789,32681964,0,10651450,0,0,0,399393,33594521,37828848,14598,NA
"1937","IL","Illinois",73172,"1751453",2020,"murphysboro",13525484,271852,12653765,0,0,0,0,0,0,8277987,9203034,7094,NA
"1938","IL","Illinois",57797,"1751622",2020,"naperville",310752894,45091972,100259576,9451068,20775997,0,0,0,12083906,396904533,413541718,149559,129664
"1939","MI","Michigan",78704,"2630200",2020,"frankenmuth",26014539,3943849,5943059,0,213631,0,0,0,0,16148424,11374747,4988,NA
"1940","IL","Illinois",73186,"1751700",2020,"nashville",6599115,1559392,459329,0,0,0,0,0,215063,5990507,6391022,3100,NA
"1941","IL","Illinois",73189,"1751726",2020,"nason",0,0,0,0,0,0,0,0,0,89958,105428,202,NA
"1942","IL","Illinois",73190,"1751791",2020,"nauvoo",1010113,75532,0,0,0,0,0,0,0,1428174,1753846,947,NA
"1943","MI","Michigan",78709,"2630260",2020,"frankfort",7647083,416500,1930897,0,418018,0,0,0,0,4403545,4378321,1253,NA
"1944","IL","Illinois",73194,"1751986",2020,"neoga",595657,121125,104275,0,0,0,0,0,46071,1956269,2272085,1394,NA
"1945","MI","Michigan",78718,"2630420",2020,"fraser",87457470,2919236,28792477,0,36484066,0,0,0,1075657,19603197,32026810,14727,NA
"1946","IL","Illinois",73207,"1752220",2020,"new boston",749015,47342,0,0,0,0,0,0,0,783099,946705,613,NA
"1947","ID","Idaho",59527,"1686050",2020,"weippe",2204156,557292,39997,0,0,0,0,0,6867,470068,2041159,403,NA
"1948","IL","Illinois",71140,"1700113",2020,"abingdon",2762883,54864,202211,0,0,0,0,0,20176,2319690,2785821,2957,NA
"1949","IL","Illinois",71154,"1700568",2020,"albion",2112491,62491,0,0,0,0,0,0,0,2313458,2297012,1965,NA
"1950","IL","Illinois",73235,"1752623",2020,"newman",318494,56528,180014,0,0,0,0,0,0,645213,692068,777,NA
"1951","IL","Illinois",73241,"1752844",2020,"newton",2827638,344959,0,0,0,0,0,0,0,6868457,7319004,2778,NA
"1952","MI","Michigan",78733,"2630700",2020,"fremont",6928156,359517,5784910,0,64580,0,0,0,420276,6939867,6738814,4511,NA
"1953","IL","Illinois",73255,"1753169",2020,"nokomis",1880141,77344,0,0,0,0,0,0,0,2287026,2096416,2144,NA
"1954","IA","Iowa",113422,"1948450",2020,"madrid",0,0,400856,0,0,0,0,0,74011,6065359,4401683,2802,NA
"1955","IL","Illinois",71179,"1701049",2020,"altamont",5223696,186080,0,75896,106393,0,0,0,68503,5652107,6705913,2219,NA
"1956","IA","Iowa",113930,"1948720",2020,"malvern",0,0,139232,0,0,0,0,0,8051,3159492,7545175,1040,NA
"1957","IL","Illinois",71184,"1701270",2020,"amboy",953868,78940,328219,0,0,0,0,0,0,2359722,2370366,2281,NA
"1958","IA","Iowa",113606,"1948810",2020,"manchester",0,0,1041888,0,0,0,0,0,180495,10004396,8422641,5068,NA
"1959","MI","Michigan",77617,"2604080",2020,"auburn",1557801,109576,957968,0,0,0,0,0,21257,1958535,2156897,2066,NA
"1960","MI","Michigan",77618,"2604105",2020,"auburn hills",51158681,6246800,15835865,0,13464503,0,0,0,1875000,50579732,58663682,24368,NA
"1961","IA","Iowa",113482,"1948945",2020,"manning",0,0,321671,0,0,0,0,0,47172,3068258,2950695,1454,NA
"1962","IL","Illinois",65644,"1701881",2020,"arcola",2237035,34372,0,0,0,0,0,0,0,4290812,4323288,2927,NA
"1963","IA","Iowa",113943,"1949170",2020,"mapleton",0,0,424610,0,0,0,0,0,31240,3784620,3784259,1166,NA
"1964","MI","Michigan",77609,"2604120",2020,"au gres",2332742,41490,714406,0,291126,0,0,0,24000,1842838,1869473,954,NA
"1965","IA","Iowa",113784,"1949215",2020,"maquoketa",0,0,0,0,0,0,0,0,137859,10103985,9391285,6129,NA
"1966","IA","Iowa",113774,"1949395",2020,"marengo",0,0,307738,0,0,0,0,0,0,4164092,4496030,2439,NA
"1967","IA","Iowa",96572,"1949485",2020,"marion",115033380,5089186,19918889,0,1652623,0,0,0,4442937,52590239,59365887,41534,NA
"1968","IL","Illinois",71219,"1702531",2020,"ashley",218306,20753,0,0,0,0,0,0,0,413115,472054,460,NA
"1969","IL","Illinois",71222,"1702609",2020,"assumption",16497,16497,0,0,0,0,0,0,0,997740,2609402,1149,NA
"1970","OR","Oregon",87286,"4179950",2020,"westfir",648108,0,0,0,0,0,0,0,0,391888,339994,260,NA
"1971","IA","Iowa",33333,"1949755",2020,"marshalltown",87215225,3683343,14067947,0,15191207,0,0,0,1482854,34105813,42106605,27583,NA
"1972","MI","Michigan",65354,"2604740",2020,"bad axe",6677158,365807,3562897,0,0,0,0,0,79682,5211118,7275974,3025,NA
"1973","IA","Iowa",95847,"1950160",2020,"mason city",82677641,4379269,19712397,0,897841,0,0,0,1729616,63243316,51037068,27339,NA
"1974","IL","Illinois",71229,"1702752",2020,"atlanta",2571144,55078,0,26664,0,0,0,0,0,1810105,2097096,1667,NA
"1975","IL","Illinois",71232,"1702921",2020,"auburn",1495288,0,880183,0,0,0,0,0,0,3122493,3868599,4548,NA
"1976","IA","Iowa",113615,"1952095",2020,"milford",0,0,368991,0,0,0,0,0,114500,5629061,6132472,3324,NA
"1977","IL","Illinois",32805,"1703012",2020,"aurora",1097865523,53287369,612961000,0,234550000,0,0,0,20911000,333622732,291745999,180526,83996
"1978","IL","Illinois",71240,"1703103",2020,"ava",492596,80230,0,0,0,0,0,0,4872,604721,1053763,549,NA
"1979","IA","Iowa",113582,"1952545",2020,"minburn",0,0,69812,0,0,0,0,0,7229,539011,621856,325,NA
"1980","IA","Iowa",113736,"1952860",2020,"missouri valley",0,0,366439,0,0,0,0,0,43220,5072146,4966571,2681,NA
"1981","MI","Michigan",77643,"2605140",2020,"bangor",1925389,364119,0,477039,663810,0,0,0,3862,1751950,2516507,2013,NA
"1982","IL","Illinois",73276,"1753559",2020,"north chicago",157314505,3955237,128390960,65724,5747399,0,0,0,2169692,43929117,36647711,30758,NA
"1983","OR","Oregon",87275,"4180150",2020,"west linn",54099083,3772370,16482774,0,907586,155056,0,0,1084992,39705036,41051208,27372,NA
"1984","IL","Illinois",73313,"1753871",2020,"northlake",31402420,1886944,10265344,0,7220802,0,0,0,1453455,27489542,28318334,12848,NA
"1985","IA","Iowa",114019,"1952950",2020,"mitchellville",0,0,249999,0,0,0,0,0,34529,5167638,5094057,2482,NA
"1986","IA","Iowa",96573,"1953490",2020,"montezuma",0,0,348625,0,0,0,0,0,18949,6442666,8991383,1446,NA
"1987","IL","Illinois",73342,"1754560",2020,"oakbrook terrace",21811334,805709,13429284,1825,1040536,0,0,0,386142,13012973,15380911,2748,NA
"1988","MI","Michigan",78754,"2631160",2020,"gaastra",836729,71436,207018,0,0,0,0,0,0,596268,550102,313,NA
"1989","IL","Illinois",73333,"1754638",2020,"oak forest",70966185,1868937,35184643,0,6484271,0,0,0,1873668,33305993,35257081,27467,NA
"1990","IL","Illinois",73348,"1754781",2020,"oakland",101315,76672,0,0,0,0,0,0,10804,864941,848691,737,NA
"1991","IA","Iowa",33327,"1953625",2020,"monticello",0,0,515442,0,0,0,0,0,67000,7826249,6440930,4036,NA
"1992","MI","Michigan",78762,"2631260",2020,"galesburg",1153064,95041,0,0,0,0,0,0,0,1079397,1362020,2051,NA
"1993","IA","Iowa",65230,"1954705",2020,"mount pleasant",0,0,767446,0,0,0,0,0,243000,11733082,11600220,9270,NA
"1994","IA","Iowa",113866,"1954840",2020,"mount vernon",0,0,701079,0,0,0,0,0,143000,15800018,11673767,4531,NA
"1995","IL","Illinois",73326,"1755249",2020,"ofallon",63146131,3782414,2022352,0,0,0,0,0,2875625,49734971,61940563,32325,NA
"1996","IL","Illinois",73368,"1755353",2020,"oglesby",10378025,492378,6315479,0,0,0,0,0,118805,10305276,11237069,3710,NA
"1997","IL","Illinois",73379,"1755912",2020,"olney",1575818,254278,0,0,0,0,0,0,0,9081391,9508433,8699,NA
"1998","MI","Michigan",65663,"2631720",2020,"gaylord",12007909,870805,6338529,0,114728,0,0,0,285474,8190458,8589609,4279,NA
"1999","MI","Michigan",77935,"2611400",2020,"buchanan",12578679,1144208,0,246635,0,0,0,0,175653,5676420,6238319,4309,NA
"2000","IL","Illinois",73390,"1756159",2020,"oneida",1086980,0,0,0,0,0,0,0,0,412597,524267,696,NA
"2001","IL","Illinois",73402,"1756484",2020,"oregon",8220347,12033,434756,0,0,0,0,0,0,3728669,6951673,3622,NA
"2002","IL","Illinois",96823,"1756536",2020,"orient",22161,5059,0,0,0,0,0,0,0,956021,1010099,328,NA
"2003","IL","Illinois",71717,"1717289",2020,"creal springs",333484,35576,0,0,0,0,0,0,0,580635,701190,506,NA
"2004","PA","Pennsylvania",37736,"4241216",2020,"lancaster",601413318,17403497,34404043,0,181085510,0,0,0,2034513,127563184,124016350,58051,NA
