"","state","id","year","name","total_liabilities","current_liabilities","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","total_assets","current_assets","compensated_absences","expenses","revenues"
"5621","MN","34909",2020,"Independent School District No. 750",53923439,4110343,14920699,0,1930955,0,0,0,182383,31292194,31875039
"5622","MN","34898",2020,"Independent School District No. 2142",91996912,6201141,17389470,0,2063383,0,0,0,98713,38792391,39013327
"5623","MN","34861",2020,"Independent School District No. 432",15064600,261085,5001377,0,907563,0,0,0,0,11775539,13213032
"5624","MN","53941",2020,"Independent School District No. 534",45784682,2901646,12652725,0,3842951,0,0,0,67346,26831478,27335644
"5625","MN","34894",2020,"Independent School District No. 701",70024791,2593781,16767932,0,39142691,0,0,0,345972,38194799,34725005
"5626","MN","34851",2020,"Independent School District No. 318",273524304,17996331,32301799,0,125543193,0,0,0,380544,71887990,67080026
"5627","MN","34827",2020,"Independent School District No. 200",124252651,6850426,31325563,0,4714709,0,0,0,165308,65158925,67639145
"5628","MN","34849",2020,"Independent School District No. 911",112624056,11653164,37606996,0,2174702,0,0,0,367380,70048809,68068509
"5629","MN","40828",2020,"Lakes Country Service Cooperative",11503182,3644685,4441295,0,314382,0,0,0,315203,36950823,39279948
"5630","MN","47480",2020,"Independent School District No. 278",103002433,4686093,24190759,0,2516195,0,0,0,0,50620428,51013813
"5631","MN","64940",2020,"Independent School District No. 748-Sartell",150748215,7169124,27102134,0,3598167,0,0,0,394077,53515155,55677878
"5632","MN","81380",2020,"Roseville Area Schools Independent School District No. 623",281581612,27194934,66308954,0,458538,0,0,0,1631744,121928937,138981429
"5633","TN","106943",2020,"Hawkins County Schools",0,0,0,0,0,0,0,0,0,64334,59450
"5634","MN","53372",2020,"Rum River Special Education Cooperative",7027648,2078303,4452574,0,313296,0,0,0,24290,9917593,9434424
"5635","MO","35281",2020,"Caruthersville School District No. 18",0,0,0,0,0,0,0,0,8990,10672889,10855800
"5636","MN","34863",2020,"Southern Plains Education Cooperative",15975130,1254494,3815739,0,183957,0,0,0,9483,6435868,6623372
"5637","MN","42265",2020,"St. Croix River Education District",6643738,1141435,4164660,0,299512,0,0,0,0,10118595,10106822
"5638","MO","35233",2020,"Center School District No. 58",55525,55525,0,0,0,0,0,0,0,66761195,103047207
"5639","MO","35261",2020,"Brookfield R-3 School District",0,0,0,0,0,0,0,0,0,12352102,12510371
"5640","MO","35280",2020,"Alton R-4 School District",0,0,0,0,0,0,0,0,0,7152476,7866278
"5641","MO","35256",2020,"Aurora R-8 School District",0,0,0,0,0,0,0,0,429101,22130160,21454937
"5642","MO","35200",2020,"Boonville R-I School District",0,0,0,0,0,0,0,0,339680,29877029,38542630
"5643","MO","35206",2020,"Ava R-I School District",0,0,0,0,0,0,0,0,0,12984883,13521904
"5644","MO","35311",2020,"Affton School District",0,0,0,0,0,0,0,0,0,36039869,37352318
"5645","MO","35266",2020,"Hannibal School District No. 60",0,0,0,0,0,0,0,0,0,55659153,40462253
"5646","MO","35313",2020,"Hancock Place School District",272974,272974,0,0,0,0,0,0,0,27590631,28809025
"5647","MO","35304",2020,"Francis Howell R-3 School District",341802428,11248088,171099328,0,46477963,0,0,0,4565794,236262540,229869361
"5648","OH","44000",2020,"Napoleon Area City School District",0,0,23377067,0,2110371,1384022,0,0,0,45441385,47390129
"5649","MO","42084",2020,"Ferguson Reorganized School District R-2",0,0,0,0,0,0,0,0,0,145595400,141892129
"5650","MO","41937",2020,"Hallsville R-4 School District",10435000,0,0,0,0,0,0,0,0,13479108,15023136
"5651","MO","35197",2020,"Liberty Public School District No. 53",0,0,0,0,0,0,0,0,0,209103989,171266823
"5652","MO","44607",2020,"Lawrence County R-9 School District",0,0,5442416,0,0,0,0,0,0,12993875,11242342
"5653","MO","35322",2020,"Mehlville R-9 School District",0,0,0,0,0,0,0,0,2627892,121567257,1141971332
"5654","MO","35260",2020,"Lincoln County R-3 School District",79006678,80396,0,0,0,0,0,0,0,107713686,107128085
"5655","MO","35180",2020,"Poplar Bluff R-I School District",0,0,3377904,0,0,0,0,0,0,56273138,58555464
"5656","TN","106946",2020,"Haywood County Schools",0,0,0,0,0,0,0,0,0,41233,37086
"5657","MO","35269",2020,"School of the Osage School District",0,0,0,0,0,0,0,0,0,38585000,26421451
"5658","MO","35336",2020,"Reeds Spring R-4 School District",0,0,0,0,0,0,0,0,0,43197869,27340912
"5659","MO","47593",2020,"School District of Jennings",2045670,2045670,0,0,0,0,0,0,0,35348899,35522150
"5660","OH","37117",2020,"Oak Hills Local School District",146353245,10140445,95736998,0,8139464,5753299,0,0,5744011,105941673,84857720
"5661","MO","45452",2020,"Pleasant Hope R-6 School District",0,0,6286908,0,0,0,0,0,99287,8823692,8802658
"5662","MO","35327",2020,"Scotland County R-1 School District",0,0,0,0,0,0,0,0,125526,7408416,7440498
"5663","NC","81681",2020,"Durham Public Schools Board of Education",642977007,23465035,163655893,0,434743527,608626,0,0,19940554,446564889,437122237
"5664","OH","83900",2020,"New London Local School District",14638955,930228,10967168,0,1033345,628856,0,0,762342,13155629,13399626
"5665","NC","40238",2020,"Currituck County Board of Education",65345031,2131912,16777883,0,43719432,61364,0,0,2379923,47081586,45124173
"5666","NC","36537",2020,"Craven County Board of Education",197583525,5415875,50653989,0,134562825,187953,0,0,6286654,138587978,138138263
"5667","NC","40237",2020,"Hertford County Board of Education",46630017,1714620,11937551,0,30987806,43724,0,0,1813457,33674364,33480262
"5668","NC","36513",2020,"Kannapolis City Board of Education",90570822,266749,22385370,0,60537539,82908,0,0,3896724,64662431,59048896
"5669","OH","84002",2020,"Ohio Hi-Point Joint Vocational School District",54510181,1208860,15353684,0,1101918,944563,0,0,1110080,18251637,18912001
"5670","OH","37093",2020,"Wauseon Exempted Village School District",0,0,20281817,0,1736379,1217138,0,0,0,0,0
"5671","NC","36578",2020,"Haywood County Board of Education",114941566,3122396,29360259,0,78037583,108117,0,0,4232476,80875946,80177027
"5672","NC","36614",2020,"Moore County Schools Board of Education",201670493,3150520,51961262,0,138173080,190986,0,0,7666533,138764064,203837160
"5673","OH","37158",2020,"Wellington Exempted Village School District",27790979,1114028,12969244,0,1338394,738386,0,0,849756,16342538,16496873
"5674","OH","55596",2020,"Old Fort Local School District",0,0,7688156,0,699745,454371,0,0,0,9052628,9645267
"5675","OH","42794",2020,"Whitehall City School District",93154591,6498375,44649331,0,4362564,2525170,0,0,1776659,54765121,50929515
"5676","OH","37204",2020,"West Muskingum Local School District",34218039,1716408,14146533,0,1445441,806896,0,0,861688,20173032,21972664
"5677","OH","46455",2020,"West Holmes Local School District",0,0,26983666,0,2578044,1573710,0,0,0,27884120,28394368
"5678","NC","36616",2020,"Nash-Rocky Mount Board of Education",216533664,7195699,54152837,0,145364768,196859,0,0,8269231,150831911,151003101
"5679","OH","43224",2020,"Olentangy Local School District",772945548,34219515,268874257,0,24132277,15906952,0,0,17370853,311855637,249473473
"5680","OH","37109",2020,"Mount Healthy City School District",78558721,4882611,42221901,0,4282667,2413970,0,0,1163965,61341539,52140421
"5681","NC","36610",2020,"Mitchell County Board of Education",32022590,503117,7542998,0,20242046,27370,0,0,1395946,23784249,23098612
"5682","OH","46524",2020,"Newark City School District",147568809,9023901,80951618,0,7573568,4657788,0,0,3697036,97653345,96615397
"5683","NC","36634",2020,"Pitt County Board of Education",373121303,0,95411252,0,0,354844,0,0,13150711,252454792,250130653
"5684","NC","36650",2020,"Rutherford County Board of Education",132054542,3484826,33931050,0,89175142,124099,0,0,5428274,96790658,95260486
"5685","NC","43890",2020,"Perquimans County Board of Education",28671134,679906,7197778,0,19584400,26386,0,0,1115156,20760786,20001506
"5686","NC","36667",2020,"Transylvania County Board of Education",60715954,1560655,15418775,0,41509900,56462,0,0,1998249,43753507,44607803
"5687","NC","81786",2020,"Vance County Board of Education",86583029,1249116,21377702,0,55327794,0,0,0,3514325,63913474,66531849
"5688","NC","40240",2020,"Weldon City Board of Education",14687958,319662,3788086,0,9966537,13704,0,0,613673,11379546,13195679
"5689","NC","36679",2020,"Washington County Board of Education",22559769,493001,5860441,0,14952901,21152,0,0,944430,18172155,18795385
"5690","OH","42895",2020,"New Lexington Local School District",0,0,20483817,0,1767761,1214000,0,0,0,29179918,30688630
"5691","NC","36659",2020,"Stokes County Board of Education",94349977,2680062,22910975,0,61551753,83323,0,0,4687689,65041910,66851738
"5692","ND","47416",2020,"Wil-Mac Multidistrict Special Education Unit",12474351,3249100,9225252,0,0,0,0,0,0,15964740,15372059
"5693","OH","84229",2020,"Ridgedale Local School District",10892191,904286,8440013,0,899935,475523,0,0,410608,10526703,9364966
"5694","NE","35467",2020,"Alliance Public Schools District No. 6",122209,122209,0,0,0,0,0,0,0,18686705,21122977
"5695","NH","42548",2020,"Oyster River Cooperative School District",60682801,4001561,33333582,0,10424553,0,0,0,1555133,47127066,47147889
"5696","NH","64964",2020,"School Administrative Unit No. 44",2222239,66333,1872147,0,252065,0,0,0,31694,2674008,2504507
"5697","NH","41930",2020,"Monadnock Regional School District",30418758,1593055,22644159,0,5442845,0,0,0,738699,32821331,34306062
"5698","NH","46958",2020,"Manchester School District",228567614,24745978,164157400,0,26139906,0,0,0,10724330,197751580,208436830
"5699","NH","35591",2020,"Raymond School District",22858305,1075123,15771417,0,1951418,0,0,0,545708,24920362,26047830
"5700","NH","35579",2020,"White Mountains Regional School District",18023766,1366496,15359314,0,1197726,0,0,0,100230,22758175,22286980
"5701","NJ","41774",2020,"Borough of Middlesex School District",15983982,752811,8580822,0,0,0,0,0,235312,45425778,70478682
"5702","NJ","35875",2020,"Borough of North Plainfield School District",21736358,1912050,12310999,0,0,0,0,0,358760,80315915,138317288
"5703","NJ","35752",2020,"Borough of Bellmawr School District",7245862,724424,2777150,0,0,0,0,0,1279766,24104230,24450894
"5704","NJ","35703",2020,"Buena Regional School District",19299061,1073904,7147427,0,0,0,0,0,1249416,46825692,48848605
"5705","NJ","35871",2020,"Borough of Bound Brook School District",38781107,5091325,4256669,0,0,0,0,0,520538,40788451,42189594
"5706","NJ","35880",2020,"Cranford Public School District",28495089,2322271,14650703,0,0,0,0,0,2724177,82675162,83847556
"5707","NJ","35751",2020,"Audubon School District",12358853,1123171,5178909,0,0,0,0,0,772195,34474456,35352687
"5708","NJ","35777",2020,"Bridgeton Board of Education",41273975,6024097,31819441,0,0,0,0,0,1572780,142300963,141133611
"5709","NJ","42512",2020,"Hawthorne School District",38581350,1410346,9158773,0,0,0,0,0,804365,52972390,54694169
"5710","NJ","35733",2020,"Evesham Township School District",33886254,3091451,24749888,0,460804,0,0,0,2025186,99725145,99090573
"5711","NJ","81960",2020,"Ocean City Board of Education",17013132,540407,9184003,0,0,0,0,0,1442271,51701679,53129243
"5712","OH","84118",2020,"Pike County Joint Vocational School District",10890107,553155,6867535,0,675249,387271,0,0,688168,7990775,7903477
"5713","TN","106964",2020,"Hickman County Schools",0,0,0,0,0,0,0,0,0,49286,46533
"5714","NJ","35852",2020,"Central Regional School District",20478253,1158928,12361718,0,0,0,0,0,991276,48796541,48975212
"5715","NJ","35747",2020,"Lenape Regional High School District",101814083,3059905,37761172,0,11236187,0,0,0,3087862,192777146,196011408
"5716","PA","50748",2020,"Unionville-Chadds Ford School District",249842803,13826225,135108172,0,12393909,0,0,0,1052834,89694616,91422562
"5717","CT","68357",2020,"Regional Supervision District Board of Education",3584901,714699,1234734,0,1609594,0,0,0,25874,9527392,9147298
"5718","OK","37507",2020,"Woodward District No. 1-1",9797700,2112699,0,0,0,0,0,0,0,33317727,31487746
"5719","OH","37209",2020,"Benton-Carroll-Salem Local School District",0,0,19612596,0,2052099,1113518,0,0,0,22782760,26977141
"5720","NE","109608",2020,"Shelby Rising City Public School District No. 32",0,0,1653946,0,0,0,0,0,0,7774116,8366550
"5721","OH","37050",2020,"Berea City School District",270444501,24759505,92500493,0,9199244,5291501,0,0,3559989,100403713,91138240
"5722","MT","35386",2020,"Wyola School District No. 29",2044962,156403,1791602,0,0,0,0,0,96957,2850782,2441756
"5723","NY","36393",2020,"Hornell City School District",94682568,2251475,3149533,1611347,44486446,0,0,0,6232442,40219194,42091432
"5724","MI","80828",2020,"Stockbridge Community Schools",56813543,3995846,24156799,0,5204335,0,0,0,183338,16854000,16334240
"5725","NE","109659",2020,"Sutherland Public Schools",465000,0,1375321,0,0,0,0,0,0,5274530,5549252
"5726","NE","109667",2020,"Thayer Central Community Schools",0,0,0,0,0,0,0,0,0,7301797,8020170
"5727","OR","85953",2020,"Jefferson County Educational Service District",2520197,142419,2374574,0,0,0,0,0,3204,2487772,2145736
"5728","WI","39949",2020,"School District of Lodi",21303582,1327907,0,2115560,140698,0,0,0,197939,23671548,24789763
"5729","NJ","42479",2020,"Garfield Board of Education",41618949,4993418,24480807,0,0,0,0,0,11545829,130366044,129101890
"5730","NJ","35785",2020,"Essex Regional Educational Services Commission",39618970,10106958,11771487,0,0,0,0,0,614131,62022789,57033121
"5731","NJ","46175",2020,"Clearview Regional High School District",19727927,1349039,8055034,0,0,0,0,0,1116754,45029895,47986727
"5732","NJ","35812",2020,"Highland Park Borough Public School District",26359304,1506327,6927195,0,0,0,0,0,687142,46577265,47701414
"5733","NJ","35778",2020,"Cumberland Regional School District",9556991,217071,4312075,0,0,0,0,0,255596,26443516,28342512
"5734","NJ","35797",2020,"Gateway Regional High School District",10918824,387136,5921411,0,0,0,0,0,586598,26762895,26789512
"5735","NJ","35808",2020,"Hopewell Valley Regional School District",74450248,2951671,20831617,0,0,0,0,0,2611172,109125638,114095211
"5736","NJ","49358",2020,"Manchester Regional High School District",3733670,470403,3213837,0,0,0,0,0,49430,24369277,25748771
"5737","NJ","35737",2020,"Medford Township Public School District",29776410,964171,10133270,0,0,0,0,0,1686056,61593888,63681421
"5738","NJ","35624",2020,"Mercer County Special Services School District",24033462,2703959,19501217,0,0,0,0,0,1816795,59030680,57615349
"5739","NJ","43476",2020,"North Arlington School District",12343855,2916569,6096019,0,0,0,0,0,577578,35716115,38186894
"5740","NJ","82084",2020,"Perth Amboy Public School District",130556891,3007620,74714175,0,41734778,0,0,0,11100318,296313414,293343256
"5741","NJ","82121",2020,"City of Union City School District",133812546,14878356,83691005,0,0,0,0,0,22755165,340644706,317152484
"5742","NJ","35858",2020,"Point Pleasant Borough School District",23121646,466429,6375066,0,0,0,0,0,1882151,49304790,49738160
"5743","NJ","65350",2020,"Rutherford School District",64982068,1192856,7369071,0,0,0,0,0,1218799,58438485,59389831
"5744","NJ","35743",2020,"Rancocas Valley Regional High School District",40584783,894623,6311787,0,0,0,0,0,348520,45357233,46564019
"5745","NJ","35748",2020,"Northern Burlington County Regional School District",65021853,1507082,9275271,0,2539054,0,0,0,1525959,48196451,53355039
"5746","NJ","35868",2020,"Penns Grove Carneys Point Regional School District",10919562,3706875,0,0,0,0,0,0,0,44788560,46401636
"5747","NJ","35661",2020,"Trenton Board of Education",73235748,19926296,38304836,0,416180,0,0,0,12534311,361509686,379245338
"5748","NJ","47440",2020,"Tenafly Board of Education",48068808,1308628,15015738,0,0,0,0,0,1755899,89620061,91223586
"5749","NM","43153",2020,"Jemez Valley Public School District No. 31",13940869,207650,6880191,0,1945433,0,0,0,63511,3917966,8216146
"5750","WA","39601",2020,"Finley School District No. 53",85438,85438,3775944,0,0,0,0,0,365972,14805774,14712842
"5751","OH","37306",2020,"Rittman Exempted Village School District",0,0,11308622,0,958834,679754,0,0,0,19279833,20034848
"5752","NJ","35774",2020,"Upper Deerfield Township School District",7337093,1127680,4933706,0,0,0,0,0,505707,22387455,22434377
"5753","NM","47621",2020,"Gallup-Mckinley County Schools",315206829,9425599,191593609,0,55436742,0,0,0,1163433,170864549,268750285
"5754","NJ","46241",2020,"Woodstown-Pilesgrove Regional School District",23662855,489304,4915145,0,0,0,0,0,575398,29344729,30670270
"5755","NM","53403",2020,"Quemado Independent Schools",5496927,5838,4087955,0,1155589,0,0,0,25791,3707540,5546484
