"","state.abb","state.name","id","geo_id","year","name","category","total_liabilities","current_liabilities","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","total_assets","current_assets","compensated_absences","expenses","revenues","unrestricted","population","median_hh_income_21"
"2091","FL","Florida",96395,"1246500",2020,"monticello","General Purpose",6719520,345271,824725,330773,0,0,0,0,95541,3572859,3741691,488913,2587,NA
"2092","FL","Florida",69733,"1246525",2020,"montverde","General Purpose",489908,227520,262388,0,0,0,0,0,0,2055631,2328266,0,1656,NA
"2093","GA","Georgia",105138,"1365044",2020,"richmond hill","General Purpose",44365701,4873548,1950485,0,0,0,0,0,205438,21179105,35994957,18633657,16637,NA
"2094","FL","Florida",69735,"1246550",2020,"moore haven","General Purpose",217182407,33575576,1387308,0,88320,0,0,0,52515,39421448,44891949,-18219595,1569,NA
"2095","GA","Georgia",96524,"1365156",2020,"riddleville","General Purpose",8074,8074,0,0,0,0,0,0,0,76754,73983,0,82,NA
"2096","FL","Florida",96414,"1247050",2020,"mount dora","General Purpose",82408833,5343478,4255985,0,16214121,0,0,0,1939913,43576822,48204543,3271636,16329,NA
"2097","FL","Florida",148136,"1247200",2020,"mulberry","General Purpose",15607004,1645111,0,0,2825559,0,0,0,156727,7786222,7538665,-82275,3938,NA
"2098","FL","Florida",64791,"1247625",2020,"naples","General Purpose",79379106,12319791,38060689,0,5763609,0,0,0,4192686,101343720,125141037,66287052,19115,NA
"2099","GA","Georgia",70955,"1365296",2020,"rincon","General Purpose",9602462,1565160,537814,0,0,0,0,0,0,10539676,15345076,12309984,10937,NA
"2100","GA","Georgia",105185,"1365324",2020,"ringgold","General Purpose",8235261,524251,0,0,1743983,0,0,0,195391,7002740,7744179,0,3407,NA
"2101","IA","Iowa",33334,"1955110",2020,"muscatine","General Purpose",51877765,3887830,17974344,0,1270039,0,0,0,2076232,46480252,49364217,7254458,23799,NA
"2102","OR","Oregon",87288,"4180350",2020,"weston","General Purpose",1505223,0,0,0,0,0,0,0,0,963336,1086247,735516,705,NA
"2103","OR","Oregon",86878,"4167100",2020,"sherwood","General Purpose",47077685,3161687,14468902,0,593700,133416,0,0,214760,31557874,35831011,11002461,20450,NA
"2104","IA","Iowa",114107,"1955695",2020,"nevada","General Purpose",0,0,1313398,0,0,0,0,0,304000,16774012,21522378,0,6924,NA
"2105","OR","Oregon",87297,"4181300",2020,"wheeler","General Purpose",818195,2637,0,0,0,0,0,0,0,522020,578395,491574,426,NA
"2106","GA","Georgia",92043,"1365856",2020,"roberta","General Purpose",1045311,141132,325447,0,0,0,0,0,11153,2164278,2808990,-50817,810,NA
"2107","IA","Iowa",113522,"1956100",2020,"new hampton","General Purpose",0,0,995321,0,0,0,0,0,103202,5452435,5359398,0,3495,NA
"2108","IA","Iowa",113744,"1956325",2020,"new london","General Purpose",0,0,518978,0,0,0,0,0,42000,4355705,4821241,0,1911,NA
"2109","IA","Iowa",65212,"1956505",2020,"newton","General Purpose",0,0,9486829,0,0,0,0,0,786000,29701291,28569037,0,15757,NA
"2110","IA","Iowa",44016,"1957360",2020,"north liberty","General Purpose",0,0,3342903,0,0,0,0,0,430939,44823187,42699606,0,20481,NA
"2111","IA","Iowa",114225,"1957630",2020,"northwood","General Purpose",0,0,378604,0,0,0,0,0,71659,3659120,3694671,0,2072,NA
"2112","ME","Maine",196838,"2380740",2020,"waterville","General Purpose",31348272,3519613,2196734,0,4278266,0,0,0,447420,48457265,49718958,1906706,15826,NA
"2113","IA","Iowa",114159,"1957675",2020,"norwalk","General Purpose",0,0,1699805,0,0,0,0,0,339870,22282580,31687716,0,12799,NA
"2114","IA","Iowa",114034,"1958080",2020,"oakland","General Purpose",0,0,251921,0,0,0,0,0,148717,5053851,5046066,0,1523,NA
"2115","IA","Iowa",113655,"1958620",2020,"oelwein","General Purpose",0,0,2540565,0,0,0,0,0,804732,12384236,14068324,0,5929,NA
"2116","GA","Georgia",44333,"1366668",2020,"rome","General Purpose",104623770,2742073,41511481,0,15662024,0,0,0,2897882,76453147,104405474,12962995,37749,NA
"2117","IA","Iowa",113423,"1958665",2020,"ogden","General Purpose",0,0,184106,0,0,0,0,0,65000,3264343,3554487,0,2009,NA
"2118","IA","Iowa",113616,"1958710",2020,"okoboji","General Purpose",0,0,185783,0,0,0,0,0,24393,3102131,3609543,0,763,NA
"2119","IA","Iowa",113945,"1959115",2020,"onawa","General Purpose",4368726,466113,732182,0,0,0,0,0,135075,7656092,7704289,4789043,2909,NA
"2120","OR","Oregon",87318,"4182350",2020,"willamina","General Purpose",2033267,269842,0,0,0,0,0,0,0,2581803,2748296,1522307,2240,NA
"2121","IA","Iowa",114096,"1959475",2020,"orange","General Purpose",27867904,2067641,1475761,0,104970,0,0,0,195969,18143560,21354127,0,6274,NA
"2122","IA","Iowa",113937,"1959745",2020,"osage","General Purpose",0,0,626282,0,0,0,0,0,94320,6475011,6685624,0,3629,NA
"2123","GA","Georgia",32477,"1367284",2020,"roswell","General Purpose",76000817,12262661,28444937,0,0,0,0,0,3742751,117749252,127850702,35577290,92835,104825
"2124","IA","Iowa",96574,"1959835",2020,"osceola","General Purpose",0,0,798019,0,0,0,0,0,158357,17101189,15552142,0,5409,NA
"2125","OR","Oregon",37556,"4182800",2020,"wilsonville","General Purpose",84869980,9064324,17452088,0,550519,180966,0,0,916115,60192748,77291408,81121732,26658,NA
"2126","GA","Georgia",65888,"1367452",2020,"royston","General Purpose",3255674,318061,531452,0,0,0,0,0,98403,5945946,6947198,3875528,2646,NA
"2127","IA","Iowa",33331,"1959925",2020,"oskaloosa","General Purpose",0,0,4002785,0,0,0,0,0,704000,19161762,31308731,0,11549,NA
"2128","IA","Iowa",33343,"1960465",2020,"ottumwa","General Purpose",73677969,4905380,14466475,0,9626475,0,0,0,1032800,44646155,46537217,-10471364,25538,NA
"2129","IL","Illinois",59522,"1704078",2020,"batavia","General Purpose",131255901,14430765,40517866,0,5448931,0,0,0,1990394,89926030,98219390,22057244,26210,NA
"2130","GA","Georgia",105186,"1368208",2020,"sandersville","General Purpose",16147391,669882,2756867,0,0,0,0,0,0,20533221,23671910,0,5814,NA
"2131","OR","Oregon",87332,"4183400",2020,"winston","General Purpose",5137815,516141,1831256,0,83757,23052,0,0,146269,6896261,5172404,0,5626,NA
"2132","IA","Iowa",92065,"1961320",2020,"panora","General Purpose",0,0,0,0,0,0,0,0,0,4666252,4831678,0,1090,NA
"2133","ME","Maine",40504,"2382105",2020,"westbrook","General Purpose",101362935,7307493,6803744,0,9385822,0,0,0,1972122,80277614,87493336,16492961,20404,NA
"2134","IA","Iowa",113460,"1961590",2020,"parkersburg","General Purpose",0,0,222862,0,0,0,0,0,0,3908100,3141534,0,2015,NA
"2135","IA","Iowa",46764,"1962040",2020,"pella","General Purpose",47595680,4993939,5980796,0,438804,0,0,0,1219184,37301641,38596200,8992941,10458,NA
"2136","GA","Georgia",1267657,"1368516",2020,"sandy springs","General Purpose",191647762,16434756,0,0,0,0,0,0,2247058,104817102,139417316,91630708,108068,94456
"2137","IA","Iowa",92066,"1962355",2020,"perry","General Purpose",0,0,1368192,0,0,0,0,0,468000,13640577,11621851,0,7840,NA
"2138","IA","Iowa",113740,"1963075",2020,"pisgah","General Purpose",0,NA,NA,NA,NA,NA,NA,NA,0,1127292,1069230,0,241,NA
"2139","IA","Iowa",114020,"1963525",2020,"pleasant hill","General Purpose",0,0,1535430,0,0,0,0,0,504050,32546892,37482669,0,10161,NA
"2140","GA","Georgia",32468,"1369000",2020,"savannah","General Purpose",447277119,51197082,82031901,0,0,11541212,0,0,23565984,333694845,400569058,220127789,147768,49612
"2141","IA","Iowa",114013,"1963975",2020,"pocahontas","General Purpose",0,0,529205,0,0,0,0,0,62000,7608335,7913915,0,1871,NA
"2142","OR","Oregon",87345,"4183750",2020,"woodburn","General Purpose",44234382,2024109,15782405,0,653590,157485,0,0,879039,28441504,37118973,0,25998,NA
"2143","IA","Iowa",114021,"1964020",2020,"polk city","General Purpose",0,0,646831,0,0,0,0,0,130182,7191324,7748442,0,5544,NA
"2144","IA","Iowa",114082,"1964200",2020,"portsmouth","General Purpose",0,0,24332,0,0,0,0,0,0,1550237,1563513,0,186,NA
"2145","OR","Oregon",86882,"4167500",2020,"siletz","General Purpose",1688174,86003,0,0,0,0,0,0,24820,1134961,1250997,0,1229,NA
"2146","IA","Iowa",113382,"1964290",2020,"postville","General Purpose",0,0,243473,0,0,0,0,0,159000,4021628,3999441,0,2506,NA
"2147","IA","Iowa",113787,"1964605",2020,"preston","General Purpose",0,0,240229,0,0,0,0,0,19404,3348955,3140027,0,949,NA
"2148","SC","South Carolina",44880,"4568290",2020,"spartanburg","General Purpose",119892075,7374271,48725777,0,852593,0,0,0,4394216,67913240,63027189,0,38740,NA
"2149","IA","Iowa",96565,"1966135",2020,"red oak","General Purpose",0,0,808351,0,0,0,0,0,444000,10411224,11298787,0,5594,NA
"2150","IA","Iowa",113869,"1967800",2020,"robins","General Purpose",0,0,211187,0,0,0,0,0,11000,4421514,4017063,0,3359,NA
"2151","OR","Oregon",87341,"4183950",2020,"wood village","General Purpose",5178367,670034,977245,0,24858,12741,0,0,71230,5096079,6024023,10590184,4391,NA
"2152","IA","Iowa",92067,"1968160",2020,"rock rapids","General Purpose",0,0,466408,0,0,0,0,0,85872,5872130,6728956,0,2609,NA
"2153","IA","Iowa",114097,"1968205",2020,"rock valley","General Purpose",0,0,608668,0,0,0,0,0,0,12257198,12161866,0,4065,NA
"2154","IA","Iowa",113470,"1968250",2020,"rockwell city","General Purpose",0,0,188135,0,0,0,0,0,34000,2951274,3735107,0,1071,NA
"2155","GA","Georgia",196493,"1369672",2020,"senoia","General Purpose",7355221,882482,646846,0,0,0,0,0,117062,6463510,10700168,5368694,5020,NA
"2156","IA","Iowa",189309,"1969645",2020,"sac city","General Purpose",0,0,887222,0,0,0,0,0,84800,4544574,4517501,0,2059,NA
"2157","MI","Michigan",1240033,"2673100",2020,"sheridan","General Purpose",798488,38879,0,0,0,0,0,0,0,582805,679283,811119,695,NA
"2158","GA","Georgia",111346,"1371492",2020,"smyrna","General Purpose",93387960,7168162,18795204,0,11092842,0,0,0,1059116,70744090,88251400,9099463,55905,NA
"2159","OR","Oregon",41822,"4184200",2020,"yachats","General Purpose",5783110,0,0,0,0,0,0,0,0,2897642,4232047,0,995,NA
"2160","IA","Iowa",114215,"1971625",2020,"sergeant bluff","General Purpose",15373893,953605,895286,0,467744,0,0,0,158164,10215412,10801135,4034026,5015,NA
"2161","IA","Iowa",114083,"1972300",2020,"shelby","General Purpose",6195869,0,167429,0,54707,0,0,0,721284,2708756,2983886,2655032,724,NA
"2162","IA","Iowa",95848,"1972390",2020,"sheldon","General Purpose",0,0,997841,0,683226,0,0,0,220696,11825215,11599344,4478444,5513,NA
"2163","GA","Georgia",71002,"1371604",2020,"snellville","General Purpose",4449814,1863319,0,1301100,0,0,0,0,462168,17551608,20049143,10679846,20575,NA
"2164","OR","Oregon",87360,"4184250",2020,"yamhill","General Purpose",0,0,816962,0,0,0,0,0,0,1935448,1735487,1095410,1148,NA
"2165","IA","Iowa",113461,"1972435",2020,"shell rock","General Purpose",3043974,0,176086,0,40633,0,0,0,67255,2989928,4347241,895345,1268,NA
"2166","GA","Georgia",224017,"1371660",2020,"social circle","General Purpose",8952848,1222806,239472,0,0,0,0,0,158910,10675559,12082900,5209494,4988,NA
"2167","IA","Iowa",92068,"1972525",2020,"shenandoah","General Purpose",0,0,1107488,0,481338,0,0,0,102000,9319636,11733068,3176352,4925,NA
"2168","IA","Iowa",113977,"1972975",2020,"sibley","General Purpose",9195957,0,949099,0,301027,0,0,0,295769,8451656,9863473,1731695,2859,NA
"2169","IA","Iowa",113835,"1973110",2020,"sigourney","General Purpose",0,0,313195,0,0,0,0,0,44000,2701862,3176979,3942937,2009,NA
"2170","FL","Florida",103507,"1276658",2020,"west park","General Purpose",2638144,680439,1686079,0,144570,0,0,0,127056,16310838,15849646,0,15131,NA
"2171","FL","Florida",70685,"1277100",2020,"wewahitchka","General Purpose",2176844,233098,0,0,0,0,0,0,23951,2297650,2262229,2025586,2073,NA
"2172","FL","Florida",70687,"1277400",2020,"white springs","General Purpose",1836384,822066,0,0,0,0,0,0,22370,2364059,2136446,0,742,NA
"2173","OR","Oregon",86618,"4156250",2020,"paisley","General Purpose",179959,5595,0,0,0,0,0,0,0,261088,267311,0,246,NA
"2174","FL","Florida",48001,"1277675",2020,"wildwood","General Purpose",35369197,2094586,10557378,0,165684,0,0,0,748014,22077047,27023613,21690019,15740,NA
"2175","GA","Georgia",105189,"1372122",2020,"south fulton","General Purpose",41876480,14968039,0,0,0,0,0,0,4251410,80768091,98378886,23658456,108064,73958
"2176","FL","Florida",70691,"1277825",2020,"williston","General Purpose",4354372,1100490,1351927,865230,449644,0,0,0,198060,11106380,9698169,0,2973,NA
"2177","FL","Florida",96397,"1278000",2020,"wilton manors","General Purpose",38737843,3896346,28466060,132906,805000,0,0,0,1058983,31538326,32258229,-9438988,11420,NA
"2178","FL","Florida",70697,"1278050",2020,"windermere","General Purpose",7019582,711041,0,0,0,0,0,0,72941,6164019,6600076,0,3029,NA
"2179","FL","Florida",65588,"1278250",2020,"winter garden","General Purpose",47506652,8580128,3474291,0,13389472,0,0,0,1954279,59411753,76737022,73043031,46985,NA
"2180","GA","Georgia",96528,"1372584",2020,"sparta","General Purpose",8133378,506986,0,0,0,0,0,0,362602,4628953,4146206,0,1353,NA
"2181","FL","Florida",282047,"1278275",2020,"winter haven","General Purpose",184272806,17501415,26918488,0,43344542,0,0,0,2735428,88551166,114448705,35838222,50203,NA
"2182","GA","Georgia",96529,"1372780",2020,"springfield","General Purpose",6483062,771161,455128,0,0,0,0,0,73909,4216951,5295160,2355205,2702,NA
"2183","FL","Florida",68812,"1278300",2020,"winter park","General Purpose",202151954,17748898,23701157,0,10141059,0,0,0,5636569,129492242,149953374,35129536,29802,NA
"2184","OR","Oregon",37573,"4157150",2020,"pendleton","General Purpose",65060877,7399166,17480353,0,1320888,170371,0,0,732665,36488002,42228085,0,17071,NA
"2185","FL","Florida",65612,"1278325",2020,"winter springs","General Purpose",45324412,3643829,7430819,0,1495067,0,0,0,621824,35990093,48464306,0,38331,NA
"2186","FL","Florida",92023,"1278775",2020,"worthington springs","General Purpose",5467,5467,0,0,0,0,0,0,0,287430,736211,0,376,NA
"2187","OR","Oregon",86896,"4167650",2020,"silverton","General Purpose",17369424,642550,5940097,0,182311,51791,0,0,264879,11803184,17045241,14843435,10476,NA
"2188","GA","Georgia",92046,"1373004",2020,"stapleton","General Purpose",90411,36703,0,0,0,0,0,0,0,606994,541605,0,402,NA
"2189","FL","Florida",70718,"1278925",2020,"yankeetown","General Purpose",1067522,195475,209666,0,0,0,0,0,11278,1170766,941406,1131117,589,NA
"2190","FL","Florida",32311,"1279225",2020,"zephyrhills","General Purpose",63651977,4627829,19455173,0,18754000,0,0,0,1591134,33063418,40049643,0,17182,NA
"2191","OR","Oregon",86636,"4157450",2020,"philomath","General Purpose",12893998,614917,3433976,0,174013,0,0,0,321689,8100541,9169338,0,5351,NA
"2192","FL","Florida",70723,"1279250",2020,"zolfo springs","General Purpose",1756158,309214,0,0,0,0,0,0,13944,1976728,2124689,0,1729,NA
"2193","GA","Georgia",71009,"1373256",2020,"statesboro","General Purpose",36953621,3562292,7300443,0,6856958,0,0,0,972120,49468602,49786085,0,33431,NA
"2194","GA","Georgia",105190,"1373312",2020,"statham","General Purpose",3334068,240456,0,0,0,0,0,0,0,2847217,3446616,0,2815,NA
"2195","GA","Georgia",70730,"1300408",2020,"acworth","General Purpose",50195398,3600730,5434112,0,21573579,0,0,0,460359,36876575,39364358,-8350538,22437,NA
"2196","GA","Georgia",59589,"1300436",2020,"adairsville","General Purpose",14696404,2447819,2062961,0,0,0,0,0,123126,10828924,11562433,2837767,4872,NA
"2197","OR","Oregon",86641,"4157500",2020,"phoenix","General Purpose",7958871,338092,1739381,0,0,21859,0,0,62997,4712893,5144572,0,4475,NA
"2198","GA","Georgia",1266992,"1300576",2020,"adel","General Purpose",5712680,3313295,0,305056,0,0,0,0,322461,21040434,24147274,0,5573,NA
"2199","GA","Georgia",32473,"1301052",2020,"albany","General Purpose",207994501,28202324,89267360,0,33716278,0,0,0,6294796,244349506,273752181,53949651,69652,38999
"2200","GA","Georgia",47668,"1301696",2020,"alpharetta","General Purpose",154321093,14875702,19829270,0,0,298137,0,0,2843945,102130847,115156580,21386590,65811,122326
"2201","GA","Georgia",96439,"1301948",2020,"alto","General Purpose",431539,146220,0,0,0,0,0,0,0,1653849,1820564,716082,970,NA
"2202","GA","Georgia",105143,"1302116",2020,"americus","General Purpose",34005631,5077997,8006045,0,0,0,0,0,288407,28064116,30248036,9013133,16233,NA
"2203","GA","Georgia",105191,"1373704",2020,"stockbridge","General Purpose",22868181,7957391,3067987,0,0,0,0,0,269154,20032274,23631741,19119758,28960,NA
"2204","GA","Georgia",96530,"1373816",2020,"stone mountain","General Purpose",1977234,317351,368522,0,0,0,0,0,94594,4572274,5774026,4392608,6710,NA
"2205","GA","Georgia",96531,"1374180",2020,"sugar hill","General Purpose",4747712,1550650,1283182,0,0,0,0,0,255612,19412434,25773887,13080550,25065,NA
"2206","GA","Georgia",105144,"1302928",2020,"arlington","General Purpose",1384753,68963,0,0,0,0,0,0,0,1405146,2235976,526788,1210,NA
"2207","OR","Oregon",86644,"4157650",2020,"pilot rock","General Purpose",3427210,266381,609237,0,0,5672,0,0,0,1291352,1358493,0,1334,NA
"2208","GA","Georgia",70735,"1303236",2020,"ashburn","General Purpose",7249628,402436,419821,0,0,0,0,0,62798,6754848,6890196,2522532,4287,NA
"2209","GA","Georgia",42897,"1304000",2020,"atlanta","General Purpose",10846929000,510812000,1114364000,0,992098000,0,18694499000,0,24678000,2042726000,2620248000,0,498722,74107
"2210","GA","Georgia",70737,"1304140",2020,"auburn","General Purpose",4619337,457677,338306,0,0,0,0,0,154866,6073278,9015913,4808754,7493,NA
"2211","GA","Georgia",70739,"1304896",2020,"bainbridge","General Purpose",25162640,1916223,3625263,0,0,0,0,0,395517,23228364,23573176,-1303213,14466,NA
"2212","OR","Oregon",37572,"4159000",2020,"portland","General Purpose",9174347541,330486470,5078795811,0,84298521,7679943,9652816787,0,96499054,2251447753,2330517610,0,652518,79057
"2213","GA","Georgia",70742,"1305708",2020,"barwick","General Purpose",33653,33653,0,0,0,0,0,0,0,310733,425396,486870,361,NA
"2214","OR","Oregon",86704,"4159250",2020,"port orford","General Purpose",3794699,108461,1075134,0,0,10958,0,0,58584,2476958,2167837,0,1145,NA
"2215","GA","Georgia",1266263,"1306016",2020,"baxley","General Purpose",3851794,784161,275617,0,0,0,0,0,88533,6012055,9074689,4663191,4985,NA
"2216","GA","Georgia",96446,"1307248",2020,"berkeley lake","General Purpose",110601,110601,0,0,0,0,0,0,0,2044834,1780811,2754373,2046,NA
"2217","GA","Georgia",70746,"1308284",2020,"blackshear","General Purpose",8412003,275691,594119,0,0,0,0,0,166636,4990494,5235611,3179591,3505,NA
"2218","GA","Georgia",96447,"1308480",2020,"blairsville","General Purpose",7571543,860645,924158,0,0,0,0,0,112531,5074271,6388347,5533474,616,NA
"2219","OR","Oregon",126020,"4159600",2020,"powers","General Purpose",2469187,297997,0,0,0,877,0,0,0,946191,933075,0,707,NA
