state.abb,state.name,id_22,geo_id,year_22,name,category_22,total_liabilities_22,current_liabilities_22,total_assets_22,current_assets_22,compensated_absences_22,expenses_22,revenues_22,unrestricted_22,population_22,urban_pop_22,pct_urban_pop_22,median_hh_income_21_22,url_22,modified_revenues_22,net_pension_liability_22,net_opeb_liability_22,assets_liab_ratio_22,state.abb_20,id_20,year_20,category_20,total_liabilities_20,current_liabilities_20,total_assets_20,current_assets_20,compensated_absences_20,expenses_20,revenues_20,unrestricted_20,population_20,urban_pop_20,pct_urban_pop_20,median_hh_income_21_20,url_20,modified_revenues_20,net_pension_liability_20,net_opeb_liability_20,assets_liab_ratio_20,total_liabilities_growth,current_liabilities_growth,expenses_growth,net_opeb_liability_growth,net_pension_liability_growth,revenues_growth,total_assets_growth,assets_liab_ratio_growth,modified_revenues_growth,pct_urban_pop_22_normalized,median_hh_income_normalized
CO,Colorado,31951,08005,2022,"Arapahoe County, CO",General Purpose,481994275,136110648,1440116312,543191820,20023893,440960757,485418651,-41972333,655058,641552,0.979364037431114,84308,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CO/Arapahoe%20County/CO%20Arapahoe%20County%202022.pdf,-91652754,181684482,0,0.3346912127747637,CO,31951,2020,General Purpose,435652646,52349020,1285747483,0,18289696,500917109,509757461,0,655058,641552,0.979364037431114,84308,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/CO/Arapahoe%20County/CO%20Arapahoe%20County%202020.pdf,-43508668,208374554,0,0.3388321982038832,10.637288542946207,1.6000610517637197,-11.969316065025842,0,-12.808700240817311,-0.04774586320375603,0.12006154477535151,-0.012221345701708597,-1.1065401036869251,46.63109447253731,-8.671221143228657
FL,Florida,69702,12086,2022,"Miami-Dade County, FL",General Purpose,29220400000,1956925000,33909302000,7907410000,1042356000,10728098000,12023119000,0,2701762,2678436,0.991364540317503,58905,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/FL/Miami-Dade%20County/FL%20Miami-Dade%20County%202022.pdf,-661904000,3979267000,734469000,0.8617222495467468,FL,69702,2020,General Purpose,27654208000,1937708000,29642725000,0,823163000,10059397000,9453906000,0,2701762,2678436,0.991364540317503,58905,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/FL/Miami-Dade%20County/FL%20Miami-Dade%20County%202020.pdf,-2543199000,4414212000,692290000,0.9329171997513724,5.663485282239868,0.009917386933428566,6.64752569164931,0.06092677923991391,-9.853287517681524,0.27176206321492935,0.1439333597029288,-0.0763143290997309,0.7397356636267944,48.59022578862353,-34.88663687681242
FL,Florida,68695,12011,2022,"Broward County, FL",General Purpose,8022241000,461209000,15540855000,2193800000,148085000,3226445000,4037270000,671721000,1944376,1944223,0.999921825779492,65536,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/FL/Broward%20County/FL%20Broward%20County%202022.pdf,349616000,1505308000,312736000,0.5162033234336206,FL,68695,2020,General Purpose,7728588000,587100000,12958706000,0,140153000,3040683000,3660292000,34039000,1944376,1944223,0.999921825779492,65536,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/FL/Broward%20County/FL%20Broward%20County%202020.pdf,32509000,1835950000,315136000,0.5964012147509172,3.799568562847444,-0.21442854709589507,6.109219540478241,-0.007615759545085297,-18.009313979138867,0.10299123676471714,0.1992597872040619,-0.13446969813901316,9.75443723276631,49.987237737871666,-28.04357024179317
FL,Florida,1266402,12099,2022,"Palm Beach County, FL",General Purpose,3594364662,307663661,7912548662,2438920978,235370539,2659504191,3322547956,-512703748,1492198,1479525,0.991511810485387,70024,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/FL/Palm%20Beach%20County/FL%20Palm%20Beach%20County%202022.pdf,355380104,1539693692,395323262,0.4542613025891303,FL,1266402,2020,General Purpose,4197746860,398776095,6938548797,0,210094621,2768867581,2731751287,-996472373,1492198,1479525,0.991511810485387,70024,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/FL/Palm%20Beach%20County/FL%20Palm%20Beach%20County%202020.pdf,-435892389,1867489307,447740399,0.604989167448814,-14.373953888205637,-0.22848018008702353,-3.9497515428492425,-0.11707037630973299,-17.552743877638708,0.2162702995003659,0.14037515530929542,-0.2491414275982657,1.815293207608633,48.61426824755698,-23.41203909144384
FL,Florida,32237,12057,2022,"Hillsborough County, FL",General Purpose,3375581000,595303000,13777939000,3807687000,63989000,2615067000,2992868000,2183703000,1459773,1406155,0.963276890342398,65818,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/FL/Hillsborough%20County/FL%20Hillsborough%20County%202022.pdf,-217502000,1040344000,142427000,0.2449989798909692,FL,32237,2020,General Purpose,3229923000,478744000,12562151000,0,60996000,2324477000,2543904000,1525682000,1459773,1406155,0.963276890342398,65818,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/FL/Hillsborough%20County/FL%20Hillsborough%20County%202020.pdf,-259317000,1266841000,116670000,0.2571154414558462,4.509643109139135,0.24346832545159836,12.5013067455604,0.22076797805776976,-17.878881406585357,0.1764862196057713,0.09678183298385762,-0.04712459701475274,0.16125051577798602,44.00480172911112,-27.752551573255175
FL,Florida,32251,12095,2022,"Orange County, FL",General Purpose,3343687424,662386311,10736273561,3253209608,95319372,3022179615,3460872047,522877675,1429901,1396338,0.97652296511384,64579,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/FL/Orange%20County/FL%20Orange%20County%202022.pdf,-223693879,1058941820,81132926,0.31143835940862163,FL,32251,2020,General Purpose,3034626323,272763331,9564794868,0,96177525,2545112534,2730260273,0,1429901,1396338,0.97652296511384,64579,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/FL/Orange%20County/FL%20Orange%20County%202020.pdf,-87615592,1287393180,42576776,0.31727040306453963,10.184486263022507,1.4284287355326366,18.744439572981175,0.9055676268207814,-17.745267222869707,0.26759784817042603,0.12247818266540163,-0.018381934146979452,-1.5531286600220655,46.16727776412668,-29.031176148852953
FL,Florida,32255,12103,2022,"Pinellas County, FL",General Purpose,1726476142,344121316,5949787958,906364983,70182803,1393012585,1393012585,-157476643,959103,957280,0.998095103048982,61851,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/FL/Pinellas%20County/FL%20Pinellas%20County%202022.pdf,-344121316,574430889,515479700,0.29017439851425375,FL,32255,2020,General Purpose,1957358812,271625819,5202781324,0,70969447,1441761042,1558505792,-465296595,959103,957280,0.998095103048982,61851,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/FL/Pinellas%20County/FL%20Pinellas%20County%202020.pdf,-154881069,710305897,697335520,0.37621393060878144,-11.795623193076569,0.2668947203432086,-3.3811745205971513,-0.2607866870168897,-19.12908347993062,-0.10618709782760949,0.14357832618375102,-0.22869842154781547,-1.2218423350370857,49.68901775983994,-31.84642057357509
FL,Florida,32242,12071,2022,"Lee County, FL",General Purpose,2617928000,347604000,6222601000,2340186000,39356000,1365573000,1531305000,-400030000,760820,730937,0.960720115874672,66426,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/FL/Lee%20County/FL%20Lee%20County%202022.pdf,-181872000,491165000,590557000,0.4207128176786524,FL,32242,2020,General Purpose,2530890000,204592000,5275482000,0,33546000,1281787000,1299023000,0,760820,730937,0.960720115874672,66426,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/FL/Lee%20County/FL%20Lee%20County%202020.pdf,-187356000,585079000,807852000,0.4797457369772089,3.439027377720881,0.6990107140064128,6.536655466157794,-0.26897872382565124,-16.051507574190836,0.1788128462698505,0.17953222094208643,-0.12305043015183892,0.029270479728431435,43.58739781068256,-27.125107068038513
FL,Florida,1268842,12105,2022,"Polk County, FL",General Purpose,1348579114,315279229,5341285123,1305168899,19215262,874988415,995110961,-34873544,725041,646127,0.891153113043862,56344,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/FL/Polk%20County/FL%20Polk%20County%202022.pdf,-195156683,418623364,208784936,0.25248214295711546,FL,1268842,2020,General Purpose,1366570778,167107092,4918498326,0,19968755,952903062,972172473,0,725041,646127,0.891153113043862,56344,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/FL/Polk%20County/FL%20Polk%20County%202020.pdf,-147837681,519641860,198094593,0.2778430910052525,-1.3165555922636596,0.8866896983642083,-8.176555423850658,0.05396584953734704,-19.44002278800249,0.023595080746541566,0.08595851192325892,-0.09127795100601442,-0.3200740276763405,32.23029927053055,-37.52954045881879
FL,Florida,32225,12009,2022,"Brevard County, FL",General Purpose,889310802,167940712,2392215635,1031527017,34106096,693127754,832550238,0,606603,583073,0.961195953921123,65280,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/FL/Brevard%20County/FL%20Brevard%20County%202022.pdf,-28518228,341923924,28940840,0.3717519394943675,FL,32225,2020,General Purpose,920994570,114651332,1987646759,0,33194145,686028641,764680908,0,606603,583073,0.961195953921123,65280,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/FL/Brevard%20County/FL%20Brevard%20County%202020.pdf,-35999065,414905456,27264556,0.4633592794241565,-3.4401688166304822,0.4647951233571364,1.0348129182554056,0.06148216754382503,-17.58991860545695,0.08875509940154018,0.2035416374504802,-0.19770261220112986,0.20780642497242638,43.66508032340835,-28.3077574018844
FL,Florida,32292,12031,2022,"Jacksonville, FL",General Purpose,6540349000,549157000,5865208000,2386737000,118112000,2198134000,2370769000,0,995560,969177,0.973492492218002,60121,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/FL/Jacksonville/FL%20Jacksonville%202022.pdf,-376522000,2905810000,338399000,1.115109472673433,FL,32292,2020,General Purpose,6319925000,214031000,5124564000,0,145220000,2164006000,2123471000,0,995560,969177,0.973492492218002,60121,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/FL/Jacksonville/FL%20Jacksonville%202020.pdf,-254566000,2985785000,261160000,1.2332610149858603,3.48776290857882,1.5657825268302255,1.5770751097732632,0.2957535610353806,-2.678525077994564,0.11645932532160788,0.14452819791108082,-0.09580416544163763,-0.4790741890118869,45.67254063444186,-33.63174786637909
GA,Georgia,169817,13121,2022,"Fulton County, GA",General Purpose,3269838000,234532000,3517092000,960096000,NA,1300657000,1168883000,-1447626000,1066702,1059965,0.993676819379213,82820,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/GA/Fulton%20County/GA%20Fulton%20County%202022.pdf,-366306000,579392000,1282596000,0.9296993084059217,GA,169817,2020,General Purpose,3257955000,98554000,3145113000,0,47787000,1107016000,1134497000,-1148514000,1066702,1059965,0.993676819379213,82820,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/GA/Fulton%20County/GA%20Fulton%20County%202020.pdf,-71073000,333578000,1675472000,1.0358785201040472,0.3647380028269267,1.3797309089433205,17.4921591015848,-0.2344867595519352,73.69011145818969,0.03030946754376609,0.1182720620848917,-0.10250160577464285,-4.15394031488751,48.96771482922571,-10.206809011258919
GA,Georgia,198256,13135,2022,"Gwinnett County, GA",General Purpose,1752172000,336653000,9968762000,1383422000,43128000,1533144000,1885690000,0,957027,952537,0.995271988648593,75021,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/GA/Gwinnett%20County/GA%20Gwinnett%20County%202022.pdf,15893000,442861000,29686000,0.17576625863873568,GA,198256,2020,General Purpose,1455596000,201771000,9184759000,0,37518000,1325535000,1697363000,0,957027,952537,0.995271988648593,75021,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/GA/Gwinnett%20County/GA%20Gwinnett%20County%202020.pdf,170057000,213317000,39204000,0.15847949848221385,20.374884239857764,0.6684905164765997,15.662279758738926,-0.2427813488419549,107.60698866006928,0.11095269544581801,0.0853591259171852,0.10907884188226358,-0.9065431002546205,49.228132755014926,-18.255229564194387
GA,Georgia,1266590,13067,2022,"Cobb County, GA",General Purpose,1931904436,284774704,7046301112,1091941211,36930954,1195894874,1327837805,0,766160,766109,0.99994779083442,87532,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/GA/Cobb%20County/GA%20Cobb%20County%202022.pdf,-152831773,785875583,213167041,0.2741728469011814,GA,1266590,2020,General Purpose,1816539766,201495859,6742244894,0,36493230,1083522938,1224138472,0,766160,766109,0.99994779083442,87532,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/GA/Cobb%20County/GA%20Cobb%20County%202020.pdf,-60880325,667140390,178505026,0.2694265477684679,6.350792432913907,0.413303009864833,10.37097896676,0.1941794904979314,17.7976322195093,0.08471209374751193,0.04509717798452902,0.017616300888033495,-1.510363947630043,49.99147663958394,-5.344114095829767
GA,Georgia,32445,13089,2022,"Dekalb County, GA",General Purpose,3321579000,352782000,4889631000,1263490000,40669000,1208686000,1383107000,-1335015,764386,763175,0.998420946594765,70756,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/GA/Dekalb%20County/GA%20Dekalb%20County%202022.pdf,-178361000,1170291000,421340000,0.679310770076515,GA,32445,2020,General Purpose,2814715000,235264000,4353200000,0,43539000,1189813000,1228257000,-1462506,764386,763175,0.998420946594765,70756,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/GA/Dekalb%20County/GA%20Dekalb%20County%202020.pdf,-196820000,845083000,611429000,0.6465852706055316,18.007649087030124,0.49951543797606096,1.5862156490137527,-0.3108930063834067,38.482373920668145,0.12607296355730113,0.12322682164844252,0.050612813125692914,0.093786200589371,49.74221305513143,-22.656628930557993
HI,Hawaii,111562,15003,2022,"City And County Of Honolulu, HI",General Purpose,12355669000,831189000,13017930000,1890175000,135900000,2918433000,3219681000,-3129401000,1016506,999341,0.983111790561412,90176,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/HI/City%20and%20County%20of%20Honolulu/HI%20City%20and%20County%20of%20Honolulu%202022.pdf,-529941000,2270106000,1472298000,0.9491270117445707,HI,111562,2020,General Purpose,11985749000,346028000,11756021000,0,139829000,2792719000,3219749000,-2765534000,1016506,999341,0.983111790561412,90176,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/HI/City%20and%20County%20of%20Honolulu/HI%20City%20and%20County%20of%20Honolulu%202020.pdf,81002000,2665559000,1871583000,1.0195413056849763,3.0863319430433593,1.402085958361751,4.501491199078747,-0.21334079225981428,-14.83564985805979,-2.1119658706315305e-5,0.10734150610993294,-0.0690646799180911,-7.542319942717464,47.242930542411926,-2.6155560830125637
IL,Illinois,1035781,17031,2022,"Cook County, IL",General Purpose,19531125441,2561432196,7405552453,5233687434,115773815,6881055379,7984980380,-14600046550,5275522,5272651,0.999452188884514,72063,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/IL/Cook%20County/IL%20Cook%20County%202022.pdf,-1457507195,10837262892,1978062391,2.6373623797759898,IL,1035781,2020,General Purpose,21176754633,1385238463,4885774017,0,122331764,5655529321,6061200953,-15644347985,5275522,5272651,0.999452188884514,72063,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/IL/Cook%20County/IL%20Cook%20County%202020.pdf,-979566831,13580982590,1900989370,4.334370472174051,-7.770922506867958,0.8490911596929864,21.669520012024353,0.04054363596993706,-20.202659710500374,0.31739245108641756,0.5157378190707259,-0.3915235449513546,-0.4879099096404582,49.910567588557825,-21.307829640560982
IL,Illinois,32767,17043,2022,"Dupage County, IL",General Purpose,371780219,183587599,1739782492,755995644,31534858,436498702,578968613,107669841,932877,931125,0.998121938905129,99536,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/IL/Dupage%20County/IL%20Dupage%20County%202022.pdf,-41117688,-64653716,14480279,0.21369350519938443,IL,32767,2020,General Purpose,476399747,113741366,1411753104,0,33095659,500477128,558287578,8934799,932877,931125,0.998121938905129,99536,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/IL/Dupage%20County/IL%20Dupage%20County%202020.pdf,-55930916,165805602,13632860,0.337452593977084,-21.96044994960923,0.6140794282354584,-12.783486481324276,0.062160030983960814,-138.9936861120048,0.03704369542680385,0.23235605933542894,-0.36674511023644374,0.2648486572256389,49.69339882342281,7.043786957822931
IL,Illinois,1036299,17097,2022,"Lake County, IL",General Purpose,465347553,197899756,2287309423,1017088732,20982869,427662869,556486962,0,714351,704232,0.985847115247318,95895,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/IL/Lake%20County/IL%20Lake%20County%202022.pdf,-69075663,-158816041,19634133,0.20344757395772772,IL,1036299,2020,General Purpose,412208585,89750647,1869159268,0,21525954,500239632,561961256,103243346,714351,704232,0.985847115247318,95895,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/IL/Lake%20County/IL%20Lake%20County%202020.pdf,-28029023,47434620,18804476,0.22053154702063624,12.891281242965864,1.204995313292839,-14.508399246543505,0.044120187129915237,-434.81040008331473,-0.009741408222633767,0.22371028630825054,-0.07746725261628841,-1.4644334909568557,47.68948351627941,3.2863437941816898
IL,Illinois,32790,17197,2022,"Will County, IL",General Purpose,656302779,181140231,1707575145,389988518,28296737,303254753,450040361,0,696362,662409,0.951251875839191,93994,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/IL/Will%20County/IL%20Will%20County%202022.pdf,-34354623,-48169434,50988576,0.38434781679842267,IL,32790,2020,General Purpose,635030409,64412446,1346030025,0,33266590,399942073,477328660,32651531,696362,662409,0.951251875839191,93994,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/IL/Will%20County/IL%20Will%20County%202020.pdf,12974141,130130559,43959176,0.47178027028037506,3.349819110788441,1.8121930193428766,-24.175331010998686,0.15990745595413344,-137.01623536405464,-0.05716878387314937,0.26860108116830456,-0.1853245228546586,-3.6479304487287445,42.041668791045325,1.3245477342855096
IN,Indiana,170616,18097,2022,"Marion County, IN",General Purpose,933540322,47022055,910828464,180566125,9086003,398523740,453427397,0,977213,968609,0.991205512058395,58737,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/IN/Marion%20County/IN%20Marion%20County%202022.pdf,7881602,156364982,10649537,1.0249353845402003,IN,170616,2020,General Purpose,873586220,23965076,865130230,0,9518978,346101589,348954336,102785585,977213,968609,0.991205512058395,58737,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/IN/Marion%20County/IN%20Marion%20County%202020.pdf,-21112329,114023647,15112759,1.0097742394228901,6.862986231628058,0.9621074850753655,15.14646354310728,-0.2953280734510489,37.13381926820846,0.2993889177522643,0.05282237565551258,0.015014390866195102,1.3733175056148472,48.56426377307213,-35.06000970062229
KS,Kansas,44652,20091,2022,"Johnson County, KS",General Purpose,1379346992,135508112,2628000140,1145475818,24882832,720344816,887629930,374889077,609864,585241,0.959626998194677,93220,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/KS/Johnson%20County/KS%20Johnson%20County%202022.pdf,31777002,294761994,20223892,0.5248656463161375,KS,44652,2020,General Purpose,1383005817,84745526,2410454411,0,23438999,744069181,828285621,252430788,609864,585241,0.959626998194677,93220,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/KS/Johnson%20County/KS%20Johnson%20County%202020.pdf,-529086,251000703,23868678,0.5737531523884938,-0.2645560094560325,0.5990001879273249,-3.1884622567105088,-0.15270162846890808,17.43472845970475,0.07164715587885354,0.09025092032740378,-0.08520651410600713,61.06018303262608,43.40894186601757,0.5257943674471832
KY,Kentucky,115965,21111,2022,"Jefferson County, KY",General Purpose,2400797800,94866508,3127894325,152099203,25742000,1070721978,1262234798,0,782956,770185,0.98367240593178,60636,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/KY/Jefferson%20County/KY%20Jefferson%20County%202022.pdf,96646312,1029232000,310565000,0.7675444086494194,KY,115965,2020,General Purpose,2335363514,84027033,2573461783,0,22025000,968529820,989561189,0,782956,770185,0.98367240593178,60636,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/KY/Jefferson%20County/KY%20Jefferson%20County%202020.pdf,-62995664,1158168356,295693343,0.9074793841615016,2.801888682756906,0.12899985413027734,10.551266041555643,0.050294189409600606,-11.132781804306179,0.27555002361758957,0.215442306414853,-0.15420182315367992,2.5341740345811736,47.334453300980044,-33.10027760291432
MD,Maryland,33967,24031,2022,"Montgomery County, MD",General Purpose,6546685167,693995164,9979508281,1699505967,130687248,4729248159,5593468063,0,1062054,1033604,0.9732058704726,112352,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MD/Montgomery%20County/MD%20Montgomery%20County%202022.pdf,170224740,57114416,819410047,0.6560127996951757,MD,33967,2020,General Purpose,6415638072,808532471,7984812925,0,92651456,4841330406,5082707410,0,1062054,1033604,0.9732058704726,112352,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MD/Montgomery%20County/MD%20Montgomery%20County%202020.pdf,-567155467,106518934,825636740,0.8034800730162379,2.042619822522931,-0.141660738570387,-2.3151125331395113,-0.0075416859477450094,-46.38097298269996,0.10048987907411337,0.24981115709733426,-0.1835356946283371,1.3001377045705178,45.625748458930175,20.26965665988999
MD,Maryland,189892,24033,2022,"Prince Georges County, MD",General Purpose,8126355662,675694431,5640435001,1387837879,93049767,2941863262,2959489358,-4136600521,967194,943654,0.975654491672362,89689,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MD/Prince%20Georges%20County/MD%20Prince%20Georges%20County%202022.pdf,-658068335,2011969036,1827234000,1.4407320819332672,MD,189892,2020,General Purpose,7876190727,553578380,5061683704,0,87011437,2732961481,2497217158,0,967194,943654,0.975654491672362,89689,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MD/Prince%20Georges%20County/MD%20Prince%20Georges%20County%202020.pdf,-789322703,1828515183,2063326398,1.5560416627328637,3.176217332351048,0.2205939671993693,7.643787973314652,-0.1144231946185763,10.032941192154158,0.1851149382499958,0.1143396803997534,-0.07410443020984361,0.16628733406645724,46.02549591277459,-3.118130875842354
MD,Maryland,189872,24005,2022,"Baltimore County, MD",General Purpose,8925251000,453369000,6493670000,2061407000,90844000,3386482000,3604481000,-4231855000,854554,793614,0.928708595903035,80159,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MD/Baltimore%20County/MD%20Baltimore%20County%202022.pdf,-235370000,1592201000,1993525000,1.3744540452471408,MD,189872,2020,General Purpose,8640980000,461723000,5697653000,0,82951000,3473559000,3167797000,-4226002000,854554,793614,0.928708595903035,80159,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MD/Baltimore%20County/MD%20Baltimore%20County%202020.pdf,-767485000,1831608000,1696611000,1.5165858643901269,3.2898004624475465,-0.01809309910920617,-2.506852481849308,0.17500417007787877,-13.070864508126192,0.13785100497285654,0.13970963131661404,-0.09371828030333276,0.693322996540649,38.36138588054216,-12.95291070267593
MA,Massachusetts,116575,25021,2022,"Norfolk County, MA",General Purpose,132777277,57377873,115492468,77376146,834000,49108862,58567163,NA,725999,711300,0.979777707681055,114658,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MA/Norfolk%20County/MA%20Norfolk%20County%202022.pdf,-47919572,NA,NA,1.1496617857365383,MA,116575,2020,General Purpose,105376198,2226019,53572033,0,884000,41107208,34165053,0,725999,711300,0.979777707681055,114658,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MA/Norfolk%20County/MA%20Norfolk%20County%202020.pdf,-9168174,30650254,55376593,1.967000169659419,26.00310081409466,24.77600325963076,19.46533075172607,NA,NA,0.7142418306800227,1.155835079098081,-0.4155253245679184,-4.226730208218125,46.69862783750254,22.64940506289925
MI,Michigan,40867,26163,2022,"Wayne County, MI",General Purpose,2118429006,623396057,3666528737,2010651719,22336965,846795263,1113482231,10038820,1793549,1777476,0.991031807672,52644,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MI/Wayne%20Charter%20County/MI%20Wayne%20Charter%20County%202022.pdf,-356709089,563847992,75074340,0.5777750995436969,MI,40867,2020,General Purpose,1812948420,331168554,2851979979,0,22332762,776082084,1084737794,0,1793549,1777476,0.991031807672,52644,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MI/Wayne%20Charter%20County/MI%20Wayne%20Charter%20County%202020.pdf,-22512844,547323476,91675340,0.6356806265644546,16.849932553514126,0.8824131985671563,9.111559261301025,-0.18108468427823665,3.0191498674177097,0.026498972524967634,0.2856081613467736,-0.09109216893034632,-14.844692434238873,48.53590581954721,-41.34787050701231
MI,Michigan,34282,26125,2022,"Oakland County, MI",General Purpose,823708772,376154998,2475152819,1414960210,17039018,898512183,909318646,1101651561,1274395,1203765,0.944577623107435,86597,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MI/Oakland%20County/MI%20Oakland%20County%202022.pdf,-365348535,69207954,-400265102,0.3327910768486574,MI,34282,2020,General Purpose,741376009,321853855,2364017653,0,16548221,824504475,970737618,0,1274395,1203765,0.944577623107435,86597,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MI/Oakland%20County/MI%20Oakland%20County%202020.pdf,-175620712,22497565,-384338239,0.3136084910614667,11.105398879989924,0.1687136635352713,8.976022598300634,-0.04143970436415514,207.6241984410313,-0.06327041505462705,0.04701114048745219,0.06116730360923462,-1.0803271484288255,40.952069658238344,-6.309016418819205
MI,Michigan,34275,26099,2022,"Macomb County, MI",General Purpose,797411925,414588393,2507062207,986217737,19021989,705098729,905786976,348919583,881219,852930,0.967900074555983,67646,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MI/Macomb%20County/MI%20Macomb%20County%202022.pdf,-213900146,29807879,79426180,0.31806627006443483,MI,34275,2020,General Purpose,588170168,180814373,2137456482,0,17171117,626031609,838603717,140763809,881219,852930,0.967900074555983,67646,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MI/Macomb%20County/MI%20Macomb%20County%202020.pdf,31757735,-84215482,110683716,0.2751729323862791,35.57503735891617,1.2928951173588397,12.62989262256245,-0.2824041072130249,135.39477337433038,0.080113237800018,0.1729184795632251,0.15587775042475258,-7.735371587425867,44.75955551389981,-25.86609013322876
MI,Michigan,34271,26081,2022,"Kent County, MI",General Purpose,516826360,173721069,979419965,602578567,10199303,414111433,417949271,0,657984,551457,0.838113664065753,71933,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MI/Kent%20County/MI%20Kent%20County%202022.pdf,-169883231,130987955,22376361,0.5276861596342892,MI,34271,2020,General Purpose,258942401,52041949,820400220,0,10260598,402892482,462703732,0,657984,551457,0.838113664065753,71933,https://acfrs-docs.s3.us-east-2.amazonaws.com/acfrs/General%20Purpose/MI/Kent%20County/MI%20Kent%20County%202020.pdf,7769301,-56763648,20274392,0.31562936562840027,99.59124423195567,2.3380969071700215,2.7846017240897534,0.10367605598234463,330.7602834123698,-0.09672379517353882,0.1938319141357617,0.6718538168452604,-22.865960785918837,23.571391684347063,-21.441987182794815
